id	nl	mr	repair_head_smatch	repair_mid_smatch	repair_tail_smatch	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl	repair_interrug_nl	repair_head_sbn	repair_mid_sbn	repair_tail_sbn	repair_interrug_sbn
p83/d2210	A Californian policeman pulled a car over and spoke to the driver. 	"state.n.01 Name \\\""california\\\"" person.n.01 Source -1 Role +1 policeman.n.01 pull_over.v.01 Agent -2 Time +1 Theme +2 time.n.08 TPR now car.n.01 speak.v.02 Agent -5 Time +1 Co-Agent +2 time.n.08 TPR now person.n.01 Role +1 driver.n.01"					A New Yorker, a Californian policeman pulled a car over and spoke to the driver.	A Californian firefighter, a policeman pulled a car over and spoke to the driver.	A Californian policeman pulled a truck, a car over and spoke to the driver.	A Californian firefighter, I mean, a policeman pulled a car over and spoke to the driver.	"person.n.01 Source +1 EQU +3 state.n.01 Name ""New Yorker"" state.n.01 Name ""california"" person.n.01 Source -1 Role +1 policeman.n.01 pull_over.v.01 Agent -5 Time +1 Theme +2 time.n.08 TPR now car.n.01 speak.v.02 Agent -7 Time +1 Co-Agent +2 time.n.08 TPR now "	"state.n.01 Name ""california"" person.n.01 Source -1 Role +1 EQU +2 firefighter.n.01 person.n.01 Role +1 policeman.n.01 pull_over.v.01 Agent -5 Time +1 Theme +2 time.n.08 TPR now car.n.01 speak.v.02 Agent -7 Time +1 Co-Agent +2 time.n.08 TPR now person.n.01 R"	"state.n.01 Name ""california"" person.n.01 Source -1 Role +1 policeman.n.01 pull_over.v.01 Agent -2 Time +1 Theme +2 time.n.08 TPR now truck.n.01 car.n.01 speak.v.02 Agent -6 Time +1 Co-Agent +2 time.n.08 TPR now person.n.01 Role +1 driver.n.01"	"state.n.01 Name ""california"" person.n.01 Source -1 Role +1 firefighter.n.01 person.n.01 EQU speaker mean.v.01 Proposition >1 Agent -2 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 Role +1 policeman.n.01 pull_over.v.01 Agent -2 Time +1 Theme +2 time"
p10/d1384	Which state has the longest coastline on the Atlantic Ocean? 	"state.n.01 Name ? have.v.02 Pivot -1 Time +1 Theme +4 time.n.08 EQU now long.a.02 Degree +1 most.r.01 coastline.n.01 Attribute -2 Location +1 ocean.n.01 Name \\\""Atlantic Ocean\\\"""					Which country, state has the longest coastline on the Atlantic Ocean? 	Which state has the longest river, the longest coastline on the Atlantic Ocean?	Which state has the longest coastline on the Pacific Ocean, the Atlantic Ocean?	Which state has the longest river, I mean, the longest coastline on the Atlantic Ocean?	"country.n.02 Name ? state.n.01 have.v.02 Pivot -2 Time +2 Theme +5 have.v.02 Pivot -2 Time +2 Theme +5 time.n.08 EQU now long.a.02 Degree +1 most.r.01 coastline.n.01 Attribute -2 ocean.n.01 Name ""Atlantic Ocean"""	"state.n.01 Name ? have.v.02 Pivot -1 Time +1 Theme +5 time.n.08 EQU now long.a.02 Degree +1 most.r.01 river.n.01 Attribute -2 entity.n.01 Sub -1 Sub +3 long.a.02 Degree +1 most.r.01 coastline.n.01 Attribute -2 Location +1 ocean.n.01 Name ""Atlantic Ocean"""	"state.n.01 Name ? have.v.02 Pivot -1 Time +1 Theme +4 time.n.08 EQU now long.a.02 Degree +1 most.r.01 coastline.n.01 Attribute -2 Location +1 ocean.n.01 Name ""Pacific Ocean"" EQU +1 ocean.n.01 Name ""Atlantic Ocean"""	state.n.01 Name ? have.v.02 Pivot -1 Time +1 Theme +4 time.n.08 EQU now long.a.02 Degree +1 most.r.01 river.n.01 Attribute -2 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +4 time.n.08 EQU now long.a.02 Degree +1 most.r.01 coast
p92/d2380	Tom named his squirrel Hazelnut, because it likes hazelnuts. 	"male.n.02 Name \\\""Tom\\\"" time.n.08 TPR now name.n.02 Agent -2 Time -1 Theme +2 Result +3 male.n.02 ANA -3 squirrel.n.01 Owner -1 name.n.01 EQU \\\""Hazelnut\\\"" EXPLANATION <1 entity.n.01 ANA -2 like.v.02 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now hazelnut.n.02"					Hazel, Tom named his squirrel Hazelnut, because it likes hazelnuts.	Tom named his squirrel Peanut, Hazelnut because it likes hazelnuts.	Tom named his squirrel Hazelnut, because it likes walnuts, hazelnuts.	Tom named his squirrel Peanut, I mean, Hazelnut because it likes hazelnuts.	"female.n.02 Name ""Hazel"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" name.v.01 Agent -2 Time +1 Theme +3 Result +4 time.n.08 TPR now male.n.02 ANA -4 squirrel.n.01 Owner -1 name.n.01 EQU ""Hazelnut"" EXPLANATION <1 entity.n.01 like.v.02 Experiencer -1 Tim"	"male.n.02 Name ""Tom"" name.v.01 Agent -1 Time +1 Theme +3 Result +4 Result +5 time.n.08 TPR now male.n.02 ANA -3 squirrel.n.01 Owner -1 name.n.01 EQU ""Peanut"" name.n.01 EQU ""Hazelnut"" EXPLANATION <1 entity.n.01 like.v.02 Experiencer -1 Time +1 Stimulus +2 "	"male.n.02 Name ""Tom"" name.v.01 Agent -1 Time +1 Theme +3 Result +4 time.n.08 TPR now male.n.02 ANA -3 squirrel.n.01 Owner -1 name.n.01 EQU ""Hazelnut"" EXPLANATION <1 entity.n.01 like.v.02 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now walnut.n.02 CONT"	"male.n.02 Name ""Tom"" name.v.01 Agent -1 Time +1 Theme +3 Result +4 time.n.08 TPR now male.n.02 ANA -3 squirrel.n.01 Owner -1 name.n.01 EQU ""Peanut"" CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 EQU now name.n.01 EQU """
p40/d2392	This book is so difficult that I can't read it. 	book.n.01 time.n.08 EQU now difficult.a.01 AttributeOf -2 Time -1 RESULT <1 person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 read.v.01 Experiencer -1 Stimulus +1 entity.n.01 ANA -5					This paper, this book is so difficult that I can't read it.	This book is so easy, difficult that I can't read it.	This book is so difficult that I can't write it, read it.	This book is so easy, I mean, difficult that I can't read it.	paper.n.01 book.n.01 book.n.01 time.n.08 EQU now time.n.08 EQU now difficult.a.01 AttributeOf -4 Time -2 difficult.a.01 AttributeOf -4 Time -2 RESULT <1 person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 read.v.01 Experiencer -2 Stimulus +1 entity.n.01	book.n.01 time.n.08 EQU now time.n.08 EQU now so.r.01 easy.a.01 Time -2 Degree -1 AttributeOf -3 RESULT <1 person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 read.v.01 Experiencer -1 Stimulus +1 entity.n.01	book.n.01 time.n.08 EQU now difficult.a.01 AttributeOf -2 Time -1 RESULT <1 person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 write.v.01 Agent -1 Topic +1 entity.n.01 read.v.01 Experiencer -3 Stimulus +1 entity.n.01	book.n.01 time.n.08 EQU now so.r.01 easy.a.01 AttributeOf -3 Time -2 Degree -1 CONTINUATION <1 person.n.01 EQU speaker mean.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 read.v.0
p17/d2084	The atomic bomb destroyed the entire city of Hiroshima. 	"atomic_bomb.n.01 destroy.v.01 Causer -1 Time +1 Patient +3 time.n.08 TPR now entire.a.01 AttributeOf +1 city.n.01 EQU +1 city.n.01 Name \\\""Hiroshima\\\"""					The hydrogen bomb, the atomic bomb destroyed the entire city of Hiroshima.	The atomic bomb destroyed the capital, the entire city of Hiroshima.	The atomic bomb destroyed the entire city of Tokyo, Hiroshima.	The atomic bomb destroyed the capital, I mean, the entire city of Hiroshima.	"hydrogen_bomb.n.01 EQU +1 atomic_bomb.n.01 destroy.v.01 Causer -2 Time +1 Patient +3 time.n.08 TPR now entire.a.01 AttributeOf +1 city.n.01 EQU +1 city.n.01 Name ""Hiroshima"""	"atomic_bomb.n.01 destroy.v.01 Causer -1 Time +1 Patient +2 time.n.08 TPR now capital.n.01 EQU +2 entire.a.01 AttributeOf +1 city.n.01 EQU +1 city.n.01 Name ""Hiroshima"""	"atomic_bomb.n.01 destroy.v.01 Causer -1 Time +1 Patient +3 time.n.08 TPR now entire.a.01 AttributeOf +1 city.n.01 EQU +1 city.n.01 Name ""Tokyo"" EQU +1 city.n.01 Name ""Hiroshima"""	atomic_bomb.n.01 destroy.v.01 Causer -1 Time +1 Patient +2 time.n.08 TPR now capital.n.01 CONTINUATION <0 person.n.01 EQU speaker mean.v.02 Proposition <1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <2 entire.a.01 AttributeOf +1 city.n.01 EQU +1 cit
p35/d1390	How many carjackings took place in Los Angeles in 1991? 	"carjacking.n.01 Quantity ? take_place.v.01 Theme -1 Time +1 EQU +2 Location +3 Time +4 time.n.08 TPR now entity.n.01 city.n.01 Name \\\""Los Angeles\\\"" time.n.08 YearOfCentury 1991"					How many hijackings, carjackings took place in Los Angeles in 1991? 	How many car thefts, carjackings took place in Los Angeles in 1991?	How many carjackings took place in Los Angeles, San Francisco in 1991?	How many car thefts, I mean, carjackings took place in Los Angeles in 1991?	"hijacking.n.01 Quantity ? carjacking.n.01 take_place.v.01 Theme -2 Time +2 EQU +4 Location +5 Time +7 take_place.v.01 Theme -2 Time +2 EQU +4 time.n.08 TPR now take_place.v.01 Theme -2 Time +2 EQU +4 time.n.08 TPR now entity.n.01 city.n.01 Name ""Los Angeles"""	"car.n.01 Quantity ? theft.n.01 EQU -1 carjacking.n.01 take_place.v.01 Theme -1 Time +1 EQU +2 Location +3 Time +4 time.n.08 TPR now entity.n.01 city.n.01 Name ""Los Angeles"" time.n.08 YearOfCentury 1981"	"carjacking.n.01 Quantity ? take_place.v.01 Theme -1 Time +1 EQU +2 Location +3 Time +5 time.n.08 TPR now entity.n.01 city.n.01 Name ""Los Angeles"" city.n.01 Name ""San Francisco"" EQU -1 time.n.08 YearOfCentury 1981"	"car.n.01 Quantity ? theft.n.01 EQU -1 person.n.01 EQU speaker mean.v.02 Agent -2 Theme -1 Time +1 time.n.08 EQU now carjacking.n.01 take_place.v.01 Theme -1 Time +1 EQU +2 Location +3 Time +4 time.n.08 TPR now entity.n.01 city.n.01 Name ""Los Angeles"" time"
p42/d0783	The Mississippi River flows into the Gulf of Mexico. 	"river.n.01 Name \\\""Mississippi River\\\"" flow.v.02 Theme -1 Time +1 Destination +2 time.n.08 EQU now gulf.n.01 Name \\\""Gulf of Mexico\\\"""					The Ohio River, the Mississippi River flows into the Gulf of Mexico.	The Mississippi River flows into the Gulf of California, the Gulf of Mexico.	The Mississippi River flows into the Gulf of California, the Gulf of Mexico.	The Mississippi River flows into the Gulf of California, I mean, the Gulf of Mexico.	"river.n.01 Name ""Ohio River"" EQU +1 river.n.01 Name ""Mississippi River"" flow.v.02 Theme -2 Time +1 Destination +2 time.n.08 EQU now gulf.n.01 Name ""Gulf of Mexico"""	"river.n.01 Name ""Mississippi River"" flow.v.02 Theme -1 Time +1 Destination +2 time.n.08 EQU now gulf.n.01 Name ""Gulf of California"" EQU +1 gulf.n.01 Name ""Gulf of Mexico"""	"river.n.01 Name ""Mississippi River"" flow.v.02 Theme -1 Time +1 Destination +2 time.n.08 EQU now gulf.n.01 Name ""Gulf of California"" EQU +1 gulf.n.01 Name ""Gulf of Mexico"""	"river.n.01 Name ""Mississippi River"" flow.v.02 Theme -1 Time +1 Destination +2 time.n.08 EQU now gulf.n.01 Name ""Gulf of California"" CONTINUATION <0 person.n.01 EQU speaker mean.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now gulf.n.01 Name ""Gulf of "
p05/d2172	In August, I'm going to Japan with my friends. 	"time.n.08 MonthOfYear 8 person.n.01 EQU speaker time.n.08 TSU now go.v.01 Time -3 Theme -2 Time -1 Destination +1 Co-Theme +3 country.n.02 Name \\\""Japan\\\"" person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2"					In July, in August, I'm going to Japan with my friends.	In August, I'm going to France, Japan with my friends.	In August, I'm going to Japan with my family, my friends.	In August, I'm going to France, I mean, Japan with my friends.	"time.n.08 MonthOfYear 7 time.n.08 MonthOfYear 8 person.n.01 EQU speaker time.n.08 TSU now go.v.01 Time -3 Theme -2 Time -1 Destination +1 Co-Theme +3 country.n.02 Name ""Japan"" person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2"	"time.n.08 MonthOfYear 8 person.n.01 EQU speaker time.n.08 TSU now go.v.01 Time -3 Theme -2 Time -1 Destination +1 Co-Theme +2 Co-Theme +3 country.n.02 Name ""France"" country.n.02 Name ""Japan"" person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2"	"time.n.08 MonthOfYear 8 person.n.01 EQU speaker time.n.08 TSU now go.v.01 Time -3 Theme -2 Time -1 Destination +1 Co-Theme +3 Co-Theme +5 country.n.02 Name ""Japan"" person.n.01 EQU speaker family.n.01 Creator -1 person.n.01 EQU speaker person.n.01 Role +1 fr"	"time.n.08 MonthOfYear 8 person.n.01 EQU speaker time.n.08 TSU now go.v.01 Time -3 Theme -2 Time -1 Destination +1 Co-Theme +2 country.n.02 Name ""France"" CONTINUATION <1 person.n.01 EQU speaker mean.v.03 Theme -1 Time +1 Co-Theme +2 Co-Theme +4 time.n.08 EQU "
p97/d3141	They kidnapped me, drugged me, and then brainwashed me. 	person.n.01 kidnap.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now person.n.01 EQU speaker drug.v.01 Agent -4 Time +1 Patient +2 time.n.08 TPR now person.n.01 EQU speaker brainwash.v.02 Agent -7 Patient +1 person.n.01 EQU speaker					Them, they kidnapped me, drugged me, and then brainwashed me.	They kidnapped me, hypnotized me, drugged me, and then brainwashed me.	They kidnapped me, drugged me, and then hypnotized me, brainwashed me.	They kidnapped me, I mean, hypnotized me, drugged me, and then brainwashed me.	person.n.01 person.n.01 person.n.01 kidnap.v.01 Agent -2 Time +2 Theme +4 kidnap.v.01 Agent -2 Time +2 Theme +4 time.n.08 TPR now time.n.08 TPR now person.n.01 EQU speaker drug.v.01 Agent -7 Time +2 Theme +4 drug.v.01 Agent -7 Time +2 Theme +4 time.n.08 TPR	person.n.01 kidnap.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now person.n.01 EQU speaker hypnotize.v.01 Agent -4 Time +1 Theme +2 time.n.08 TPR now person.n.01 EQU speaker drug.v.01 Agent -7 Time +1 Patient +2 time.n.08 TPR now person.n.01 EQU speaker 	person.n.01 kidnap.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now person.n.01 EQU speaker drug.v.01 Agent -4 Time +1 Theme +2 time.n.08 TPR now person.n.01 EQU speaker hypnotize.v.01 Agent -7 Time +1 Patient +2 time.n.08 TPR now person.n.01 EQU speaker	person.n.01 kidnap.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now person.n.01 EQU speaker CONTINUATION <1 person.n.01 EQU speaker mean.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now hypnotize.v.01 Agent -3 Time +1 Theme +2 time.n.08 TPR now person.n.
p63/d0850	The top of Mt. Fuji was covered with snow. 	"top.n.03 PartOf +1 mountain.n.01 Name \\\""Mt. Fuji\\\"" time.n.08 TPR now cover.v.01 Destination -3 Time -1 Theme +1 snow.n.02"					The top of Mt. Everest, the top of Mt. Fuji was covered with snow.	The top of Mt. Fuji was covered with sand, snow.	The top of Mt. Fuji was covered with rain, snow.	The top of Mt. Fuji was covered with sand, I mean, snow.	"top.n.03 PartOf +2 mountain.n.01 Name ""Mt. Everest"" top.n.03 PartOf +1 mountain.n.01 Name ""Mt. Fuji"" time.n.08 TPR now cover.v.01 Destination -5 Time -1 Theme +1 snow.n.02"	"top.n.03 PartOf +1 mountain.n.01 Name ""Mt. Fuji"" time.n.08 TPR now cover.v.01 Destination -3 Time -1 Theme +2 sand.n.01 snow.n.02 EQU -1"	"top.n.03 PartOf +1 mountain.n.01 Name ""Mt. Fuji"" time.n.08 TPR now cover.v.01 Destination -3 Time -1 Theme +2 rain.n.01 snow.n.02 EQU -1"	"top.n.03 PartOf +1 mountain.n.01 Name ""Mt. Fuji"" time.n.08 TPR now cover.v.01 Destination -3 Time -1 Theme +1 sand.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now snow.n.02"
p50/d3050	There are always a lot of vehicles on this road. 	NEGATION <1 time.n.08 NEGATION <1 entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +4 time.n.08 EQU now entity.n.01 Quantity + EQU +1 vehicle.n.01 road.n.01					A highway, there are always a lot of vehicles on this road.	There are always a few, a lot of vehicles on this road.	There are always a lot of vehicles on this street, this road.	There are always a few, I mean, a lot of vehicles on this road.	NEGATION <1 time.n.08 NEGATION <1 highway.n.01 entity.n.01 be.v.03 Time -2 EQU -1 Time +1 Theme +2 time.n.08 EQU now entity.n.01 Quantity + EQU +1 Location +2 vehicle.n.01 road.n.01	NEGATION <1 time.n.08 NEGATION <1 entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +4 time.n.08 EQU now entity.n.01 Quantity - EQU +1 vehicle.n.01 road.n.01	NEGATION <1 time.n.08 NEGATION <1 entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +4 time.n.08 EQU now entity.n.01 Quantity + EQU +1 vehicle.n.01 street.n.01 road.n.01	NEGATION <1 time.n.08 NEGATION <1 entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +4 time.n.08 EQU now entity.n.01 Quantity - EQU +1 vehicle.n.01 road.n.01
p70/d3207	We should drink 64 ounces of fluids a day. 	NEGATION <1 day.n.01 NEGATION <1 person.n.01 Sub speaker NECESSITY <1 drink.v.01 Time -2 Agent -1 Patient +3 quantity.n.01 EQU 64 ounce.n.01 Quantity -1 entity.n.01 Sub -1 Sub +1 fluid.n.01					We shouldn't, should drink 64 ounces of fluids a day. 	We should drink 32, 64 ounces of fluids a day.	We should drink 64 ounces of fluids a day, 64 ounces of water a day.	We should drink 32, I mean, 64 ounces of fluids a day.	NEGATION <1 day.n.01 NEGATION <1 person.n.01 Sub speaker NECESSITY <1 NEGATION <1 drink.v.01 Agent -2 Time -1 Patient +3 quantity.n.01 EQU 64 ounce.n.01 Quantity -1 entity.n.01 Sub -1 Sub +1 fluid.n.01	NEGATION <1 day.n.01 NEGATION <1 person.n.01 Sub speaker NECESSITY <1 drink.v.01 Time -2 Agent -1 Patient +3 quantity.n.01 EQU 32 quantity.n.01 EQU 64 ounce.n.01 Quantity -1 entity.n.01 Sub -1 Sub +1 fluid.n.01	NEGATION <1 day.n.01 NEGATION <1 person.n.01 Sub speaker NECESSITY <1 drink.v.01 Time -2 Agent -1 Patient +3 quantity.n.01 EQU 64 ounce.n.01 Quantity -1 entity.n.01 Sub -1 Sub +1 fluid.n.01	NEGATION <1 day.n.01 NEGATION <1 person.n.01 Sub speaker NECESSITY <1 drink.v.01 Time -2 Agent -1 Patient +1 NEGATION <2 quantity.n.01 EQU 32 ounce.n.01 Quantity -1 entity.n.01 Sub -1 Sub +1 fluid.n.01
p72/d2894	Lancelot fell in love with King Arthur's wife Guinevere. 	"male.n.02 Name \\\""Lancelot\\\"" fall.v.03 Patient -1 Time +1 Result +2 time.n.08 TPR now in_love.a.01 Experiencer -3 Stimulus +3 king.n.01 male.n.02 Name \\\""Arthur\\\"" Title -1 person.n.01 Role +1 EQU +2 wife.n.01 Of -2 female.n.02 Name \\\""Guinevere\\\"""					Galahad, Lancelot fell in love with King Arthur's wife Guinevere.	Lancelot fell in love with Queen Eleanor, King Arthur's wife Guinevere.	Lancelot fell in love with King Arthur's sister, wife Guinevere.	Lancelot fell in love with Queen Eleanor, I mean, King Arthur's wife Guinevere.	"male.n.02 Name ""Galahad"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Lancelot"" fall.v.03 Patient -2 Time +1 Result +2 time.n.08 TPR now in_love.a.01 Experiencer -4 Stimulus +3 king.n.01 male.n.02 Name ""Arthur"" Title -1 person.n.01 Role +1 EQU +2 wife.n.01 Of"	"male.n.02 Name ""Lancelot"" fall.v.03 Patient -1 Time +1 Result +2 time.n.08 TPR now in_love.a.01 Experiencer -3 Stimulus +3 queen.n.03 female.n.02 Name ""Eleanor"" Title -1 EQU +2 king.n.01 male.n.02 Name ""Arthur"" Title -1 person.n.01 Role +1 EQU +2 wife.n.01 "	"male.n.02 Name ""Lancelot"" fall.v.03 Patient -1 Time +1 Result +2 time.n.08 TPR now in_love.a.01 Experiencer -3 Stimulus +3 king.n.01 male.n.02 Name ""Arthur"" Title -1 person.n.01 Role +1 EQU +2 sister.n.01 Of -2 person.n.01 Role +1 EQU +2 wife.n.01 Of +1 fem"	"male.n.02 Name ""Lancelot"" fall.v.03 Patient -1 Time +1 Result +2 time.n.08 TPR now in_love.a.01 Experiencer -3 Stimulus +3 queen.n.02 female.n.02 Name ""Eleanor"" Title -1 mean.v.02 Theme -1 Time +1 Co-Theme +4 time.n.08 EQU now king.n.01 male.n.02 Name ""Art"
p00/d3237	He saw a small Band-Aid on her left knee. 	male.n.02 see.v.01 Experiencer -1 Time +1 Stimulus +3 time.n.08 TPR now small.a.02 Value + band_aid.n.01 Attribute -1 Location +3 female.n.02 left.a.01 AttributeOf +1 knee.n.01 PartOf -2					A big, small Band-Aid on her left knee.	He saw a big, a small Band-Aid on her left knee.	He saw a small Band-Aid on her right knee, her left knee.	He saw a big, I mean, a small Band-Aid on her left knee.	event.v.01 Participant +3 big.a.01 Value + small.a.01 Value + band_aid.n.01 Attribute -2 Attribute -1 Location +3 female.n.02 left.a.01 AttributeOf +1 knee.n.01 PartOf -2	male.n.02 see.v.01 Experiencer -1 Time +1 Stimulus +4 time.n.08 TPR now big.a.01 Value + small.a.01 Value + band_aid.n.01 Attribute -1 Location +3 female.n.02 left.a.01 AttributeOf +1 knee.n.01 PartOf -2	male.n.02 see.v.01 Experiencer -1 Time +1 Stimulus +3 time.n.08 TPR now small.a.01 Value + band_aid.n.01 Attribute -1 Location +3 female.n.02 right.a.01 AttributeOf +1 knee.n.01 PartOf -2 female.n.02 ANA -6 left.a.01 AttributeOf +1 knee.n.01 PartOf -2	male.n.02 see.v.01 Experiencer -1 Time +1 Stimulus +4 time.n.08 TPR now big.a.01 Value + band_aid.n.01 Attribute -1 Location +3 female.n.02 left.a.01 AttributeOf +1 knee.n.01 PartOf -2
p39/d3147	The hotel charged me 8000 yen for the room. 	hotel.n.01 charge.v.03 Agent -1 Time +1 Recipient +2 Asset +4 Theme +5 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 8000 yen.n.02 Quantity -1 room.n.01					The resort, the hotel charged me 8000 yen for the room.	The hotel charged me 5000, 8000 yen for the room.	The hotel charged me 8000 yen for the view, the room.	The hotel charged me 5000, I mean, 8000 yen for the room.	resort.n.01 hotel.n.01 charge.v.02 Agent -2 Time +2 Recipient +4 Theme +10 charge.v.02 Agent -2 Time +2 Recipient +4 Theme +6 time.n.08 TPR now time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 8000 yen.n.02 Quantity -1 room.n.01	hotel.n.01 charge.v.02 Agent -1 Time +1 Recipient +2 Asset +5 Theme +10 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 5000 quantity.n.01 EQU 8000 yen.n.02 Quantity -1 room.n.01	hotel.n.01 charge.v.02 Agent -1 Time +1 Recipient +2 Asset +4 Theme +5 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 8000 yen.n.02 Quantity -1 view.n.01 room.n.01	hotel.n.01 charge.v.02 Agent -1 Time +1 Recipient +2 Theme +4 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 5000 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +3 Goal +4 time.n.08 EQU now quantity.n.01 EQU 8000 y
p01/d2713	Improved medical technology has been one of the spin-offs of the space program. 	improved.a.02 AttributeOf +2 medical.a.01 AttributeOf +1 technology.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now entity.n.01 Quantity 1 SubOf +1 spin-off.n.01 Causer +1 space_program.n.01					Declining, improved medical technology has been one of the spin-offs of the space program.	Improved medical technology has been one of the byproducts, the spin-offs of the space program.	Improved medical technology has been one of the spin-offs of the agriculture program, the space program.	Improved medical technology has been one of the byproducts, I mean, the spin-offs of the space program.	decline.v.01 Context +1 improved.a.02 AttributeOf +2 medical.a.01 AttributeOf +1 technology.n.01 be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now entity.n.01 Quantity 1 SubOf +1 spin-off.n.01 Causer +1 space_program.n.01	improved.a.02 AttributeOf +2 medical.a.01 AttributeOf +1 technology.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now entity.n.01 Quantity 1 SubOf +1 byproduct.n.01 CONTINUATION <1 be.v.02 Theme -6 Time +1 Co-Theme +2 time.n.08 TPR now spin-off.n	improved.a.02 AttributeOf +2 medical.a.01 AttributeOf +1 technology.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now entity.n.01 Quantity 1 SubOf +1 spin-off.n.01 Source +1 agriculture_program.n.01 EQU +1 space_program.n.01	improved.a.02 AttributeOf +2 medical.a.01 AttributeOf +1 technology.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now entity.n.01 Quantity 1 SubOf +1 byproduct.n.01 CONTINUATION <0 person.n.01 EQU speaker mean.v.01 Proposition <1 Agent -1 Time +1 
p40/d0844	They sat in the shade of that big tree. 	person.n.01 sit.v.01 Agent -1 Time +1 Location +2 time.n.08 TPR now shade.n.01 Causer +2 big.a.01 AttributeOf +1 tree.n.01					They stood, sat in the shade of that big tree.	They sat in the shade of that tall, big tree.	They sat in the shade of that tall tree, that big tree.	They sat in the shade of that tall, I mean, big tree.	person.n.01 stand.v.03 Theme -1 Time +1 time.n.08 TPR now sit.v.01 Theme -3 Time +1 Location +2 time.n.08 TPR now shade.n.01 Causer +2 big.a.01 AttributeOf +1 tree.n.01	person.n.01 sit.v.01 Agent -1 Time +1 Location +2 time.n.08 TPR now shade.n.01 Causer +3 tall.a.01 Value + big.a.01 AttributeOf +1 tree.n.01 Attribute -2	person.n.01 sit.v.01 Agent -1 Time +1 Location +2 time.n.08 TPR now shade.n.01 Causer +2 tall.a.01 Value + tree.n.01 Attribute -1 CONTINUATION <1 sit.v.01 Agent -5 Time +1 Location +2 time.n.08 TPR now shade.n.01 Causer +2 tall.a.01 Value + tree.n.01 Attr	person.n.01 sit.v.01 Agent -1 Time +1 Location +2 time.n.08 TPR now shade.n.01 Creator +1 tall.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Theme -1 Time +1 Co-Theme +3 time.n.08 EQU now big.a.01 AttributeOf +1 tree.n.01
