id	nl	mr	repair_head_sbn	repair_head_smatch	repair_mid_sbn	repair_mid_smatch	repair_tail_sbn	repair_tail_smatch	repair_interrug_sbn	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl
p05/d1601	She is called Mei. She is cooking in the kitchen. 	female.n.02 time.n.08 EQU now call.v.01 Theme -2 Time -1 Result +1 name.n.01 EQU \"Mei\" CONTINUATION <1 female.n.02 ANA -4 time.n.08 EQU now cook.v.01 Agent -2 Time -1 Location +1 kitchen.n.01									She is named, called Mei. She is cooking in the kitchen.	She is called Lucy, Mei. She is cooking in the kitchen.	She is called Mei. She is cooking in the living room, the kitchen.
p74/d0808	I was driving at 120 kilometers per hour when the police stopped me. 	person.n.01 EQU speaker time.n.08 TPR now drive.v.02 Theme -2 Time -1 Value +3 quantity.n.01 EQU 120 kilometer.n.01 Quantity -1 division.n.11 Theme -1 Co-Theme +1 hour.n.01 Quantity 1 police.n.01 stop.v.05 Agent -1 TIN -6 Time +1 Patient +2 time.n.08 TPR now person.n.01 EQU speaker									I was walking, driving at 120 kilometers per hour when the police stopped me.	I was driving at 120 kilometers per minute, per hour when the police stopped me.	I was driving at 120 kilometers per hour when the the doctor, the police stopped me. 
p59/d2379	I was born on the 18th of March 1994. 	person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 time.n.08 DayOfMonth 18 MonthOfYear 3 EQU +2 time.n.08 EQU -1 time.n.08 YearOfCentury 1994									My mum, I was born on the 18th of March 1994.	I was born on the 23rd, the 18th of March 1994.	I was born on the 18th of March 1995, 1994.
p80/d1632	If he is proficient in English, I'll employ him. 	male.n.02 time.n.08 EQU now proficient.a.02 AttributeOf -2 Time -1 Theme +1 english.n.01 CONSEQUENCE <1 person.n.01 EQU speaker time.n.08 TSU now employ.v.02 Agent -2 Time -1 Theme +1 male.n.02 ANA -7									If she, he is proficient in English, I'll employ him.	If he is proficient in French, English, I'll employ him.	If he is proficient in French, English, I'll employ him.
p62/d2653	A typical Bavarian breakfast consists of white sausage, wheat beer and pretzels. 	NEGATION <1 typical.a.01 AttributeOf +2 state.n.01 Name \"bavaria\" breakfast.n.01 Source -1 NEGATION <1 consist.v.04 Theme -1 Time +1 Attribute +5 time.n.08 EQU now white.a.01 sausage.n.01 Colour -1 wheat_beer.n.01 entity.n.01 Sub -2 Sub -1 Sub +1 pretzel.n.01									A typical Hungarian, Bavarian breakfast consists of white sausage, wheat beer and pretzels.	A typical Bavarian breakfast consists of red, white sausage, wheat beer and pretzels.	A typical Bavarian breakfast consists of white sausage, wheat beer and pickles, pretzels.
p20/d2434	I'm fed up with this winter, I want spring right now! 	person.n.01 EQU speaker time.n.08 EQU now fed_up.a.01 Experiencer -2 Time -1 Stimulus +1 winter.n.01 CONTINUATION <1 person.n.01 EQU speaker want.v.01 Pivot -1 Time +1 Theme +2 Time +3 time.n.08 EQU now spring.n.01 time.n.08 EQU now									I'm fine, fed up with this winter, I want spring right now! 	I'm fed up with this summer, winter, I want spring right now!	\"I'm fed up with this winter, I want summer, spring right now!\"
p05/d1599	The national Brukenthal Museum is the first museum that opened officially in Romania. 	national.a.01 AttributeOf +1 museum.n.01 Name \"Brukenthal Museum\" be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now museum.n.01 Order 1 open.v.02 Patient -1 Time +1 Manner +2 Location +3 time.n.08 TPR now officially.r.02 country.n.02 Name \"Romania\"									The local, the national Brukenthal Museum is the first museum that opened officially in Romania.	The national Brukenthal Museum is the first gallery, museum that opened officially in Romania.	The national Brukenthal Museum is the first museum that opened officially in Transylvania, Romania.
p93/d3554	The natural sciences are harder than the social sciences. 	natural_science.n.01 time.n.08 EQU now hard.a.01 AttributeOf -2 Time -1 Degree +1 more.r.01 Theme -3 Co-Theme +1 social_science.n.01									The social sciences, the natural sciences are harder than the social sciences.	The natural sciences are harder than the humanities, the social sciences.	The natural sciences are harder than the humanities, the social sciences.
p60/d2992	Anyone who is not shocked by quantum theory has not understood it. 	NEGATION <1 person.n.01 EQU +1 entity.n.01 time.n.08 EQU now NEGATION <1 shocked.a.01 Experiencer -2 Time -1 Stimulus +1 CONJUNCTION <3 quantum_theory.n.01 NEGATION <3 time.n.08 TPR now NEGATION <1 understand.v.01 Experiencer -6 Time -1 Stimulus +1 entity.n.01 ANA -3									Someone, anyone who is not shocked by quantum theory has not understood it.	Anyone who is not shocked by classical, quantum theory has not understood it.	Anyone who is not shocked by quantum theory has not understood it, quantum mechanics.
p63/d1248	The body was discovered in a warehouse in the North East of the city. 	body.n.03 time.n.08 TPR now discover.v.01 Theme -2 Time -1 Location +1 warehouse.n.01 Location +1 northeast.n.04 Of +1 city.n.01									The factory, the body was discovered in a warehouse in the North East of the city.	The body was discovered in a factory, a warehouse in the North East of the city.	The body was discovered in a warehouse in the North West, the North East of the city.
p40/d1918	I grabbed my little sister's hand, and the two of us started to run. 	person.n.01 EQU speaker time.n.08 TPR now grab.n.02 Agent -2 Time -1 Theme +4 person.n.01 EQU speaker person.n.01 User -1 Role +1 little_sister.n.01 hand.n.01 PartOf -2 CONTINUATION <1 entity.n.01 Quantity +1 SubOf +2 quantity.n.01 EQU 2 person.n.01 Sub speaker start.v.01 Time +1 PartOf +2 time.n.08 TPR now run.v.01 Theme -5									My big brother, I grabbed my little sister's hand, and the two of us started to run.	I grabbed my big sister, my little sister's hand, and the two of us started to run.	I grabbed my little sister's hand, and the two of us started to walk, run.
p05/d0890	I was born in Barcelona on March 23, 1969. 	person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Location +1 Time +3 city.n.01 Name \"Barcelona\" time.n.08 MonthOfYear 3 EQU +1 time.n.08 DayOfMonth 23 EQU +1 time.n.08 YearOfCentury 1969									My father, I was born in Barcelona on March 23, 1969.	I was born in Madrid, Barcelona on March 23, 1969.	I was born in Barcelona on March 22, 23, 1969.
p86/d3167	Treasure chests abound in the dungeon, but so do horrible monsters. 	treasure_chest.n.01 abound.v.01 Theme -1 Time +1 Location +2 time.n.08 EQU now dungeon.n.01 CONTRAST <1 abound.v.01 Time +1 Theme +3 Location +4 time.n.08 EQU now horrible.a.01 AttributeOf +1 monster.n.01 dungeon.n.01									Elfs, treasure chests abound in the dungeon, but so do horrible monsters.	Treasure chests abound in the library, the dungeon, but so do horrible monsters.	Treasure chests abound in the dungeon, but so do horrible ghosts, monsters.
p66/d1394	How many Olympic gold medals did Carl Lewis win? 	olympic.a.01 AttributeOf +1 gold_medal.n.01 Quantity ? time.n.08 TPR now male.n.02 Name \"Carl Lewis\" win.v.01 Theme -3 Time -2 Agent -1									Whe, how many Olympic gold medals did Carl Lewis win? 	How many Olympic silver, gold medals did Carl Lewis win?	How many Olympic gold medals did Carl Lewis win, earn?
p55/d1232	The indictment contains 875 pages. The trial is expected to last several years. 	indictment.n.01 contain.v.01 Pivot -1 Time +1 Theme +3 time.n.08 EQU now quantity.n.01 EQU 875 page.n.01 Quantity -1 CONTINUATION <1 trial.n.04 time.n.08 EQU now expect.v.01 Theme -2 Time -1 Attribute +1 last.v.01 Theme -3 Duration +1 year.n.01 Quantity +									The trial, the indictment contains 875 pages. The trial is expected to last several years.	The indictment contains 874, 875 pages. The trial is expected to last several years.	The indictment contains 875 pages. The trial is expected to last several months, several years.
p86/d3353	Tom is by no means unintelligent. He is just lazy. 	male.n.02 Name \"Tom\" NEGATION <1 time.n.08 EQU now unintelligent.a.01 AttributeOf -2 Time -1 CONTINUATION <1 male.n.02 ANA -3 time.n.08 EQU now just.r.01 lazy.a.02 AttributeOf -3 Time -2 Manner -1									Ellen, Tom is by no means unintelligent. He is just lazy. 	Tom is by no means uncreative, unintelligent. He is just lazy.	Tom is by no means unintelligent. He is just hardworking, lazy.
p54/d1856	I got a lot of insect bites in the woods. 	person.n.01 EQU speaker get.v.35 Experiencer -1 Time +1 Stimulus +2 Location +4 time.n.08 TPR now entity.n.01 Quantity + EQU +1 insect_bite.n.01 wood.n.02									My mate, I got a lot of insect bites in the woods.	I got a lot of snake, insect bites in the woods.	I got a lot of insect bites in the park, the woods.
p72/d3219	There were more than fifty girls at the party. 	entity.n.01 be.v.03 Time +1 EQU -1 Theme +4 Location +5 time.n.08 TPR now quantity.n.01 MOR +1 quantity.n.01 EQU 50 girl.n.01 Quantity -2 party.n.04									There were less, more than fifty girls at the party.	There were more than thirty, fifty girls at the party.	There were more than fifty boys, girls at the party.
p50/d3043	My wife has faults. None the less, I love her. 	person.n.01 EQU speaker person.n.01 Role +1 wife.n.01 Of -2 have.v.02 Pivot -2 Time +1 Theme +2 time.n.08 EQU now fault.n.03 CONTINUATION <1 person.n.01 EQU speaker love.v.03 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now female.n.02 ANA -8									My mother, my wife has faults. None the less, I love her.	My wife has virtues, faults. None the less, I love her.	\"My wife has faults. None the less, I love him, her.\"
p76/d2410	A lot of people are dealing with hay fever now. 	entity.n.01 Quantity + EQU +1 person.n.01 time.n.08 EQU now deal.v.04 Agent -3 Time -1 Theme +1 Time +2 hay_fever.n.01 time.n.08 EQU now									A lot of cats, people are dealing with hay fever now.	A lot of people are dealing with sinusitis, hay fever now.	A lot of people are dealing with hay fever, flu now.
p98/d1547	The driver advised us to fasten our seat belts. 	person.n.01 Role +1 driver.n.01 advise.v.01 Agent -2 Time +1 Recipient +2 Topic +3 time.n.08 TPR now person.n.01 Sub speaker fasten.v.01 Agent -1 Patient +2 person.n.01 Sub speaker seat_belt.n.01 User -1									The passenger, the driver advised us to fasten our seat belts.	The driver advised the passengers, us to fasten our seat belts.	The driver advised us to fasten our seat straps, our seat belts.
p01/d1556	The war in Iraq broke out ten years ago. 	war.n.01 Location +1 country.n.02 Name \"Iraq\" break_out.v.01 Theme -2 Time +1 Time +4 time.n.08 TPR now quantity.n.01 EQU 10 year.n.01 Quantity -1 TAB now time.n.08 TAB -1									The carnival, the war in Iraq broke out ten years ago.	The war in Afghanistan, Iraq broke out ten years ago.	The war in Iraq broke out five years, ten years ago.
p63/d1788	We're now about a hundred miles away from Boston. 	person.n.01 Sub speaker time.n.08 EQU now quantity.n.01 APX +1 quantity.n.01 EQU 100 mile.n.01 Quantity -2 away.r.05 Attribute -5 Time -4 Value -1 Theme +1 city.n.01 Name \"Boston\"									They are, we're now about a hundred miles away from Boston.	We're now about fifty, a hundred miles away from Boston.	We're now about a hundred miles away from Chicago, Boston.
p38/d2520	It took us two hours to get to Athens. 	time.n.08 TPR now person.n.01 Sub speaker quantity.n.01 EQU 2 hour.n.01 Quantity -1 get.v.05 Time -4 Theme -3 Duration -1 Destination +1 city.n.01 Name \"Athens\"									It took the flight, us two hours to get to Athens.	It took us three, two hours to get to Athens.	It took us two hours to get to Aix-en-Provence, Athens.
p16/d1211	The king himself invited the colonists to his land. 	person.n.01 Role +1 king.n.01 male.n.02 EQU -2 invite.v.06 Agent -1 Time +1 Theme +2 Destination +5 time.n.08 TPR now person.n.01 Role +1 colonist.n.01 male.n.02 ANA -5 land.n.03 User -1									A prince, the king himself invited the colonists to his land.	The king himself invited the settlers, the colonists to his land.	The king himself invited the colonists to his castle, his land.
p88/d1382	What is the name of the country in the Pyrenees mountains between France and Spain? 	entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 country.n.02 Location +1 Location +3 mountain.n.01 Name \"Pyrenees\" mountain.n.01 EQU -1 location.n.01 SY2 +2 country.n.02 Name \"France\" entity.n.01 Sub -1 Sub +1 country.n.02 Name \"Spain\"									What is the code, name of the country in the Pyrenees mountains between France and Spain?	What is the name of the village, the country in the Pyrenees mountains between France and Spain?	What is the name of the country in the Pyrenees mountains between France and Germany, Spain?
p16/d1879	He is tall, but his brother is much taller. 	male.n.02 time.n.08 EQU now tall.a.01 Time -1 Value + AttributeOf -2 CONTRAST <1 male.n.02 ANA -3 person.n.01 Role +1 brother.n.01 Of -2 time.n.08 EQU now measure.n.02 Quantity + tall.a.01 AttributeOf -4 Time -2 Degree +1 more.r.01 Theme -5 Value -2									She, he is tall, but his brother is much taller.	He is short, tall, but his brother is much taller.	He is tall, but his brother is much shorter, taller.
p20/d0238	The committee is composed of three men and seven women. 	committee.n.01 time.n.08 EQU now compose.v.01 Theme -2 Time -1 Attribute +3 quantity.n.01 EQU 3 man.n.01 Quantity -1 entity.n.01 Sub -1 Sub +2 quantity.n.01 EQU 7 woman.n.01 Quantity -1									The board, the committee is composed of three men and seven women.	The committee is composed of three women, three men and seven women.	The committee is composed of three men and seven men, seven women.
p86/d2196	Tom unbuckled his seat belt and got out of the car. 	male.n.02 Name \"Tom\" unbuckle.v.01 Agent -1 Time +1 Patient +3 time.n.08 TPR now male.n.02 ANA -3 seat_belt.n.01 User -1 get_out.v.01 Theme -5 Time +1 Source +2 time.n.08 TPR now car.n.01									Harry, Tom unbuckled his seat belt and got out of the car.	Tom unbuckled his seat belt and stayed in, got out of the car.	Tom unbuckled his seat belt and got out of the taxi, the car.
p76/d1545	The river that flows through London is the Thames. 	river.n.01 flow.v.01 Theme -1 Time +1 Path +2 time.n.08 EQU now city.n.01 Name \"London\" be.v.02 Theme -4 Time +1 Co-Theme +2 time.n.08 EQU now river.n.01 Name \"Thames\"									The canal, the river that flows through London is the Thames.	The river that flows through Paris, London is the Thames.	The river that flows through London is the Tamesis, the Thames.
p04/d2620	He's two years older than me, but he's shorter. 	male.n.02 time.n.08 EQU now quantity.n.01 EQU 2 year.n.01 Quantity -1 old.a.01 AttributeOf -4 Time -3 Degree +1 more.r.01 Theme -5 Value -2 Co-Theme +1 person.n.01 EQU speaker CONTRAST <1 male.n.02 ANA -7 time.n.08 EQU now short.a.03 AttributeOf -2 Time -1 Degree +1 more.r.01 Theme -3									She's, he's two years older than me, but he's shorter.	He's three, two years older than me, but he's shorter.	He's two years older than me, but he's taller, shorter.
p88/d2496	My parents pushed me to quit the baseball club. 	person.n.01 EQU speaker person.n.01 Role +1 parent.n.01 Of -2 push.v.02 Agent -2 Time +1 Patient +2 Result +3 time.n.08 TPR now person.n.01 EQU speaker quit.v.02 Agent -1 Theme +1 baseball_club.n.01									My sister, my parents pushed me to quit the baseball club.	My parents pulled me, pushed me to quit the baseball club.	My parents pushed me to quit the chess club, the baseball club.
p07/d0824	I always buy fresh vegetables instead of frozen ones. 	NEGATION <1 time.n.08 NEGATION <1 person.n.01 EQU speaker buy.v.01 Agent -1 Time +1 Theme +3 time.n.08 EQU now fresh.a.01 AttributeOf +1 vegetable.n.01 NEGATION <1 entity.n.01 EQU -4 Theme +2 frozen.a.05 AttributeOf +1 vegetable.n.01									I always steal buy, fresh vegetables instead of frozen ones.	I always buy canned, fresh vegetables instead of frozen ones.	I always buy fresh vegetables instead of canned, frozen ones.
p90/d3065	I cannot wipe the table. I don't have a cloth. 	person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 wipe.v.01 Agent -1 Source +1 table.n.02 CONTINUATION <1 person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now have.v.04 Pivot -2 Time -1 Theme +1 cloth.n.01									I can, cannot wipe the table. I don't have a cloth. 	I cannot wipe the table. I don't have a napkin, a cloth.	I cannot wipe the table. I don't have a napkin, a cloth.
p13/d0044	The little girl is looking at a man in costume 	little.a.03 AttributeOf +1 girl.n.02 time.n.08 EQU now look.v.01 Experiencer -2 Time -1 Stimulus +1 man.n.01 User +1 costume.n.01									The boy, the little girl is looking at a man in costume	The little girl is looking at a woman, a man in costume	The little girl is looking at a woman, a man in costume
p41/d2734	The siblings fought tooth and nail over their late father's estate. 	person.n.01 Role +1 sibling.n.01 fight.v.02 Agent -2 Time +1 Manner +2 Theme +7 time.n.08 TPR now tooth_and_nail.r.01 person.n.01 late.a.04 AttributeOf +1 person.n.01 Role +1 father.n.01 Creator -3 estate.n.01 User -2									"The cousins, the siblings fought tooth and nail over their late father's estate."	The siblings fought hand and tooth, tooth and nail over their late father's estate.	The siblings fought tooth and nail over their late mother's estate, their late father's estate.
p17/d2739	His house is at the foot of Mt. Fuji. 	male.n.02 house.n.01 User -1 be.v.03 Theme -1 Time +1 Location +2 time.n.08 EQU now foot.n.03 PartOf +1 mountain.n.01 Name \"Mt. Fuji\"									His apartment, his house is at the foot of Mt. Fuji.	His house is at the base, the foot of Mt. Fuji.	His house is at the foot of Mt. Etna, Mt. Fuji.
p00/d0955	If you don't like it then you can quit. 	person.n.01 EQU hearer time.n.08 EQU now NEGATION <1 like.v.02 Experiencer -2 Time -1 Stimulus +1 entity.n.01 CONSEQUENCE <2 person.n.01 EQU hearer POSSIBILITY <1 quit.v.01 Agent -1									If you don't hate, like it then you can quit.	If you don't like them, it then you can quit.	If you don't like it then you can stay, quit.
p35/d2866	Tom's car was rear-ended and he suffered a whiplash injury. 	male.n.02 Name \"Tom\" car.n.01 User -1 time.n.08 TPR now rear-end.v.01 Patient -2 Time -1 CONTINUATION <1 male.n.02 ANA -4 suffer.v.02 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now whiplash.n.01 injury.n.01 EQU -1									Jerry's, Tom's car was rear-ended and he suffered a whiplash injury.	Tom's car was front-ended, rear-ended and he suffered a whiplash injury.	Tom's car was rear-ended and he suffered a broken arm, a whiplash injury.
p65/d2528	I was in the hospital for a few days. 	person.n.01 EQU speaker be.v.03 Theme -1 Time +1 Location +2 Duration +3 time.n.08 TPR now hospital.n.01 day.n.01 Quantity -									The clinic, I was in the hospital for a few days.	I was in the clinic, the hospital for a few days.	I was in the hospital for a few weeks, days.
p00/d2718	Tom can't speak French. Tom can't speak Spanish either. 	male.n.02 Name \"Tom\" NEGATION <1 POSSIBILITY <1 speak.v.03 Agent -1 Theme +1 french.n.01 CONTINUATION <1 male.n.02 Name \"Tom\" NEGATION <1 POSSIBILITY <1 speak.v.03 Agent -1 Theme +1 spanish.n.01									Jay, Tom can't speak French. Tom can't speak Spanish either.	Tom can't speak Italian, French. Tom can't speak Spanish either.	Tom can't speak French. Tom can't speak Italian, Spanish either.
p02/d3066	Tom digitized an old family photo and emailed it to his mother. 	male.n.02 Name \"Tom\" digitize.v.01 Agent -1 Time +1 Theme +4 time.n.08 TPR now old.a.02 Value + family.n.01 photo.n.01 Attribute -2 Theme -1 email.v.01 Agent -6 Time +1 Theme +2 Destination +4 time.n.08 TPR now entity.n.01 ANA -3 male.n.02 ANA -9 person.n.01 Role +1 mother.n.01 Of -2									Terry, Tom digitized an old family photo and emailed it to his mother.	Tom digitized a business document, an old family photo and emailed it to his mother.	Tom digitized an old family painting, photo and emailed it to his mother.
p40/d2005	There's a ton of dust on top of the fan blades. 	entity.n.01 be.v.03 Time +1 EQU -1 Theme +3 Location +5 time.n.08 EQU now ton.n.01 entity.n.01 Sub -1 Sub +1 dust.n.01 top.n.01 Of +1 fan_blade.n.01									A little, a ton of dust on top of the fan blades.	There's a ton of dirt, dust on top of the fan blades.	There's a ton of dust on top of the fan blades, the floor blades.
p72/d2160	Edu has more or less a thousand gay friends. 	male.n.02 Name \"Edu\" have.v.07 Pivot -1 Time +1 Theme +4 time.n.08 EQU now quantity.n.01 APX 1000 gay.a.06 AttributeOf +1 person.n.01 Quantity -2 Role +1 friend.n.01									Edu loses, has more or less a thousand gay friends. 	Edu has more or less a hundred, a thousand gay friends.	Edu has more or less a thousand straight, gay friends.
p03/d0922	The park is located in the center of the city. 	park.n.02 time.n.08 EQU now located.a.01 Theme -2 Time -1 Location +1 center.n.01 PartOf +1 city.n.01									The concert, the park is located in the center of the city.	The park is located in the suburbs, the center of the city.	The park is located in the center of the town, the city.
p07/d3318	The concert starts at seven. We must not be late. 	concert.n.01 start.v.02 Theme -1 Time +1 Time +2 time.n.08 TSU now time.n.08 ClockTime 19:00 CONTINUATION <1 person.n.01 Sub speaker NECESSITY <1 NEGATION <1 late.a.01 AttributeOf -1									The opera, the concert starts at seven. We must not be late. 	The concert starts at six, seven. We must not be late.	The concert starts at six, seven. We must not be late.
p06/d3132	It was very expensive; in fact, I paid 100 dollars. 	entity.n.01 time.n.08 TPR now very.r.01 expensive.a.01 AttributeOf -3 Time -2 Degree -1 CONTINUATION <1 in_fact.r.01 person.n.01 EQU speaker pay.v.01 Context -2 Agent -1 Time +1 Asset +3 time.n.08 TPR now quantity.n.01 EQU 100 dollar.n.01 Quantity -1									"It was very cheap, expensive; in fact, I paid 100 dollars."	It was very cheap, expensive; in fact, I paid 100 dollars.	It was very expensive; in fact, I paid 200 dollars, 100 dollars.
p36/d3164	They urged him in vain to sell them his prosperous firm. 	person.n.01 urge.v.01 Agent -1 Time +1 Patient +2 Manner +3 Topic +4 time.n.08 TPR now male.n.02 in_vain.r.01 sell.v.01 Recipient -5 Agent -2 Theme +4 person.n.01 EQU -6 male.n.02 ANA -4 prosperous.a.01 AttributeOf +1 firm.n.01 User -2									They begged urged him in vain to sell them his prosperous firm.	They urged him in vain to buy, sell them his prosperous firm.	They urged him in vain to sell them his profitable, prosperous firm.
p72/d0129	If you had a time machine, where would you go? 	person.n.01 EQU hearer have.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now time_machine.n.01 CONSEQUENCE <1 location.n.01 Name ? time.n.08 TSU now person.n.01 EQU hearer go.v.01 Location -3 Time -2 Theme -1									If I, you had a time machine, where would you go? 	If you had a spaceship, a time machine, where would you go?	If you had a time machine, where would you stay, go?
p35/d0893	The potato was so hot that it burned my mouth. 	potato.n.01 time.n.08 TPR now hot.a.01 Time -1 Value + AttributeOf -2 RESULT <1 entity.n.01 ANA -3 burn.v.04 Causer -1 Time +1 Patient +3 time.n.08 TPR now person.n.01 EQU speaker mouth.n.01 PartOf -1									The parsnip, the potato was so hot that it burned my mouth.	The potato was so cold, hot that it burned my mouth.	The potato was so hot that it burned my hand, my mouth.
p33/d3166	She stirred her tea with a little gold spoon. 	female.n.02 stir.v.01 Agent -1 Time +1 Patient +3 Instrument +6 time.n.08 TPR now female.n.02 EQU -3 tea.n.01 User -1 little.a.01 AttributeOf +2 gold.n.03 spoon.n.01 MadeOf -1									She fried, stirred her tea with a little gold spoon.	She stirred her coffee, her tea with a little gold spoon.	She stirred her tea with a little silver spoon, a gold spoon.
p14/d1445	She went into the room and lay on the bed. 	female.n.02 go.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now room.n.01 lie.v.02 Theme -4 Time +1 Location +2 time.n.08 TPR now bed.n.02									He, she went into the room and lay on the bed.	She went into the kitchen, the room and lay on the bed.	She went into the room and lay on the couch, the bed.
p65/d0846	She was disqualified from the race for two false starts. 	female.n.02 time.n.08 TPR now disqualify.v.02 Theme -2 Time -1 Source +1 Causer +4 race.n.02 quantity.n.01 EQU 2 false.a.03 AttributeOf +1 start.n.08 Quantity -2									He, she was disqualified from the race for two false starts.	She was disqualified from the marathon, the race for two false starts.	She was disqualified from the race for one, two false starts.
p42/d1891	Tom was very attached to the golf clubs that his father had given him. 	male.n.02 Name \"Tom\" time.n.08 TPR now very.r.01 attached.a.04 Experiencer -3 Time -2 Degree -1 Stimulus +1 golf_club.n.02 male.n.02 ANA -5 person.n.01 Role +1 father.n.01 Of -2 give.v.01 Theme -4 Agent -2 Time +1 Recipient +2 time.n.08 TPR now male.n.02 ANA -10									Jerry, Tom was very attached to the golf clubs that his father had given him.	Tom was very attached to the baseball bats, the golf clubs that his father had given him.	Tom was very attached to the golf clubs that his father had given him, the baseball clubs.
p02/d2467	The boat was tied to the shore by a cable. 	boat.n.01 time.n.08 TPR now tie.v.01 Patient -2 Time -1 Co-Patient +1 Instrument +2 shore.n.01 cable.n.03									The pier, the boat was tied to the shore by a cable.	The boat was tied to the dock, the shore by a cable.	The boat was tied to the shore by a rope, a cable.
p60/d3120	Cat Stevens is not a cat. He's a singer. 	male.n.02 Name \"Cat Stevens\" NEGATION <1 be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now cat.n.01 CONTINUATION <1 male.n.02 ANA -4 be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 Role +1 singer.n.01									Tommy Steele, Cat Stevens is not a cat. He's a singer.	Cat Stevens is not a dog, a cat. He's a singer.	Cat Stevens is not a dog, a cat. He's a singer.
p23/d2114	Everyone was dressed in a beautiful kimono at the party. 	NEGATION <1 person.n.01 time.n.08 TPR now NEGATION <1 dress.v.01 Patient -2 Time -1 Theme +2 Location +3 beautiful.a.01 AttributeOf +1 kimono.n.01 party.n.04									Only one, everyone were dressed in a beautiful kimono at the party.	Everyone was dressed in a formal suit, a beautiful kimono at the party.	Everyone was dressed in a beautiful kimono at the ball, the party.
p05/d2956	The air we breathe consists of oxygen and nitrogen. 	air.n.01 person.n.01 breathe.v.01 Theme -2 Agent -1 Time +1 time.n.08 EQU now consist.v.04 Theme -4 Time +1 Attribute +3 time.n.08 EQU now oxygen.n.01 entity.n.01 Sub -1 Sub +1 nitrogen.n.01									The water, the air we breathe consists of oxygen and nitrogen.	The air we breathe consists of water, oxygen and nitrogen.	The air we breathe consists of oxygen and hydrogen, nitrogen.
p12/d1557	Is it true that you bought a house in London? 	time.n.08 EQU now entity.n.01 true.a.01 Time -2 Proposition >1 EQU -1 CONTINUATION <0 person.n.01 EQU hearer buy.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now house.n.01 Location +1 city.n.01 Name \"London\"									Is it false, true that you bought a house in London? 	Is it true that you bought an apartment, a house in London?	Is it true that you bought a house in Paris, London?
p08/d2954	Is it true that Tom and Mary are dating? 	time.n.08 EQU now entity.n.01 true.a.01 Time -2 Proposition >1 EQU -1 CONTINUATION <0 male.n.02 Name \"Tom\" entity.n.01 Sub -1 Sub +1 female.n.02 Name \"Mary\" time.n.08 EQU now date.v.01 Agent -3 Time -1									Is it possible, true that Tom and Mary are dating? 	Is it true that Tom and Sarah, Mary are dating?	Is it true that Tom and Mary are working, dating?
p01/d2612	Tom has been living in Boston for three years. 	male.n.02 Name \"Tom\" time.n.08 TPR now live.v.01 Theme -2 Time -1 Location +1 Duration +3 city.n.01 Name \"Boston\" quantity.n.01 EQU 3 year.n.01 Quantity -1									Mary, Tom has been living in Boston for three years.	Tom has been living in New York, Boston for three years.	Tom has been living in Boston for four years, three years.
p99/d0877	\"The Old Man and the Sea\" is a novel by Hemingway. 	book.n.01 Name \"The Old Man and the Sea\" be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now novel.n.01 Creator +1 male.n.02 Name \"Hemingway\"									"\""White Fang\"", \""The Old Man and the Sea\"" is a novel by Hemingway. "	"\""The Old Man and the Sea\"" is a play, a novel by Hemingway."	"\""The Old Man and the Sea\"" is a novel by Faulkner, Hemingway."
p13/d0003	A boy is spanking a man with a toy weapon 	boy.n.01 time.n.08 EQU now spank.v.01 Agent -2 Time -1 Patient +1 Instrument +2 man.n.01 toy.n.01 APX +1 weapon.n.01									A girl, a boy is spanking a man with a toy weapon	A boy is spanking a girl, a man with a toy weapon	A boy is spanking a man with a toy car, a toy weapon.
p09/d3007	I returned the books I borrowed from the library, and I borrowed some new ones. 	person.n.01 EQU speaker return.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now book.n.02 person.n.01 EQU speaker borrow.v.01 Theme -2 Agent -1 Time +1 Source +2 time.n.08 TPR now library.n.01 CONTINUATION <1 person.n.01 EQU speaker borrow.v.01 Agent -1 Time +1 Theme +3 time.n.08 TPR now new.a.05 AttributeOf +1 book.n.02									I forgot, returned the books I borrowed from the library, and I borrowed some new ones.	I returned the magazines, the books I borrowed from the library, and I borrowed some new ones.	I returned the books I borrowed from the library, and I borrowed some old ones, new ones.
