id	nl	mr	repair_head_sbn	repair_head_smatch	repair_mid_sbn	repair_mid_smatch	repair_tail_sbn	repair_tail_smatch	repair_interrug_sbn	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl	repair_interrug_nl
p86/d2001	I met a friend of mine at the airport. 	person.n.01 EQU speaker meet.v.01 Agent -1 Time +1 Co-Agent +2 Location +5 time.n.08 TPR now person.n.01 Role +1 friend.n.01 Of +1 person.n.01 EQU speaker airport.n.01									She, I met a friend of mine at the airport.	I met a colleague, a friend of mine at the airport.	I met a friend of mine at the train station, the airport.	I met a colleague, I mean, a friend of mine at the airport.
p21/d0859	The bathtub overflowed while she was talking on the phone. 	bathtub.n.01 overflow.v.01 Theme -1 Time +1 time.n.08 TPR now EXPLANATION <1 female.n.02 time.n.08 TPR now talk.v.01 Agent -2 Time -1 Instrument +1 phone.n.01									The sink, the bathtub overflowed while she was talking on the phone.	The bathtub overflowed while he, she was talking on the phone.	The bathtub overflowed while she was talking on the computer, the phone.	The bathtub overflowed while he, I mean, she was talking on the phone.
p00/d2229	Tom drives a truck and his wife drives a station wagon. 	male.n.02 Name \\\"Tom\\\" drive.v.01 Agent -1 Time +1 Theme +2 time.n.08 EQU now truck.n.01 CONTINUATION <1 male.n.02 ANA -4 person.n.01 Role +1 wife.n.01 Of -2 drive.v.01 Agent -2 Time +1 Theme +2 time.n.08 EQU now station_wagon.n.01									Jerry, Tom drives a truck and his wife drives a station wagon.	Tom drives a motorcycle, a truck and his wife drives a station wagon.	Tom drives a truck and his wife drives a minivan, a station wagon.	Tom drives a motorcycle, I mean, a truck and his wife drives a station wagon.
p49/d1681	On September 3rd, I will go from Los Angeles to Seoul with a friend. 	time.n.08 MonthOfYear 9 EQU +1 time.n.08 DayOfMonth 3 person.n.01 EQU speaker time.n.08 TSU now go.v.01 Time -3 Theme -2 Time -1 Source +1 Destination +2 Co-Theme +3 city.n.01 Name \\\"Los Angeles\\\" city.n.01 Name \\\"Seoul\\\" person.n.01 Role +1 friend.n.01									On October 3rd, September 3rd, I will go from Los Angeles to Seoul with a friend.	On September 3rd, I will go from Tokyo, Los Angeles to Seoul with a friend.	On September 3rd, I will go from Los Angeles to Tokyo, Seoul with a friend.	On September 3rd, I will go from Tokyo, I mean, Los Angeles to Seoul with a friend.
p90/d3041	She pouted when she was told to wash the dishes. 	female.n.02 pout.v.01 Agent -1 Time +1 time.n.08 TPR now female.n.02 ANA -3 time.n.08 TPR now tell.v.04 Recipient -2 TIN -4 Time -1 Theme +1 wash.v.03 Agent -3 Source +1 dish.n.01									She giggled, pouted when she was told to wash the dishes.	She pouted when he, she was told to wash the dishes.	She pouted when she was told to dry the clothes, wash the dishes.	She pouted when he, I mean, she was told to wash the dishes.
p85/d1753	There are a lot of fish in that lake. 	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +4 time.n.08 EQU now entity.n.01 Quantity + EQU +1 fish.n.01 lake.n.01									There are a few, a lot of fish in that lake.	There are a few, a lot of fish in that lake.	There are a lot of birds, fish in that lake.	There are a few, I mean, a lot of fish in that lake.
p65/d2642	Besides being a statesman, he is a well-known painter. 	be.v.08 Co-Theme +1 Theme +3 person.n.01 Role +1 statesman.n.01 male.n.02 be.v.08 Theme -1 Time +1 Co-Theme +3 time.n.08 EQU now well-known.a.01 AttributeOf +2 person.n.01 Role +1 painter.n.01									Politician, besides being a statesman, he is a well-known painter.	Besides being a poet, a statesman, he is a well-known painter.	Besides being a statesman, he is a well-known sculptor, painter.	Besides being a poet, I mean, a statesman, he is a well-known painter.
p67/d2669	She grabbed him by the hand and pulled him onto the boat. 	female.n.02 grab.v.05 Agent -1 Time +1 Patient +2 Theme +3 time.n.08 TPR now male.n.02 hand.n.01 pull.v.01 Agent -5 Time +1 Theme +2 Destination +3 time.n.08 TPR now male.n.02 ANA -4 boat.n.01									He, she grabbed him by the hand and pulled him onto the boat.	She grabbed him by the arm, the hand and pulled him onto the boat.	She grabbed him by the hand and pulled him onto the car, the boat.	She grabbed him by the arm, I mean, the hand and pulled him onto the boat.
p10/d2223	The submarine hid in the depths of the ocean. 	submarine.n.01 hide.v.02 Theme -1 Time +1 Location +2 time.n.08 TPR now depth.n.01 PartOf +1 ocean.n.01									The ship, the submarine hid in the depths of the ocean.	The submarine hid in the caves, the depths of the ocean.	The submarine hid in the depths of the forest, the ocean.	The submarine hid in the caves, I mean, the depths of the ocean.
p99/d3149	The unemployment rate in Japan was 3.4 percent in September of 2015. 	unemployment_rate.n.01 Location +1 country.n.02 Name \\\"Japan\\\" be.v.06 Theme -2 Time +1 Value +3 Time +4 time.n.08 TPR now quantity.n.01 EQU 3.4 percent.n.01 Quantity -1 time.n.08 MonthOfYear 9 time.n.08 YearOfCentury 2015 EQU -1									The unemployment rate in Germany, the unemployment rate in Japan was 3.4 percent in September of 2015.	The unemployment rate in Japan was 2.8, 3.4 percent in September of 2015.	The unemployment rate in Japan was 3.4 percent in August, September of 2015.	The unemployment rate in Japan was 2.8, I mean, 3.4 percent in September of 2015.
p94/d0704	As of Friday, January 12, three people in Saskatchewan had succumbed to the storm.	time.n.08 DayOfWeek friday time.n.08 MonthOfYear 1 EQU -1 time.n.08 DayOfMonth 12 EQU -2 quantity.n.01 EQU 3 person.n.01 Quantity -1 Location +1 state.n.01 Name \\\"Saskatchewan\\\" succumb.v.01 Time -6 Agent -2 Time +1 Theme +2 time.n.08 TPR now storm.n.01									As of Thursday, Friday, January 12, three people in Saskatchewan had succumbed to the storm.	As of Friday, January 12, two, three people in Saskatchewan had succumbed to the storm.	As of Friday, January 12, three people in Saskatchewan had succumbed to the blizzard, the storm.	As of Friday, January 12, two, I mean, three people in Saskatchewan had succumbed to the storm.
p69/d2313	I watched that new film about giraffes; I didn't like it. 	person.n.01 EQU speaker watch.v.03 Agent -1 Time +1 Theme +3 time.n.08 TPR now new.a.01 AttributeOf +1 film.n.01 Topic +1 giraffe.n.01 CONTINUATION <1 person.n.01 EQU speaker NEGATION <1 time.n.08 TPR now like.v.02 Experiencer -2 Time -1 Stimulus +1 entity.n.01 ANA -5									I audited, watched that new film about giraffes; I didn't like it。	I watched that documentary, that new film about giraffes; I didn't like it.	I watched that new film about zebras, giraffes; I didn't like it.	I watched that documentary, I mean, that new film about giraffes; I didn't like it.
p08/d0838	I am afraid he is going to spill the beans. 	person.n.01 EQU speaker time.n.08 EQU now afraid.a.01 Time -1 Proposition >1 Experiencer -2 CONTINUATION <0 male.n.02 time.n.08 TSU now spill.v.05 Agent -2 Time -1 Topic +1 secret.n.01									I hope, am afraid he is going to spill the beans.	I am afraid she, he is going to spill the beans.	I am afraid he is going to spill the soup, the beans.	I am afraid she, I mean, he is going to spill the beans.
p04/d3435	Tom grabbed Mary's arm and pulled her towards the door. 	male.n.02 Name \\\"Tom\\\" grab.v.05 Agent -1 Time +1 Theme +3 time.n.08 TPR now female.n.02 Name \\\"Mary\\\" arm.n.01 PartOf -1 pull.v.01 Agent -5 Time +1 Theme +2 Destination +3 time.n.08 TPR now female.n.02 ANA -4 door.n.01									Ron, Tom grabbed Mary's arm and pulled her towards the door.	Tom grabbed John's, Mary's arm and pulled her towards the door.	Tom grabbed Mary's leg, arm and pulled her towards the door.	Tom grabbed John's, I mean, Mary's arm and pulled her towards the door.
p64/d3149	That boy who is speaking English is taller than I. 	boy.n.01 time.n.08 EQU now speak.v.03 Agent -2 Time -1 Theme +1 english.n.01 time.n.08 EQU now tall.a.01 AttributeOf -5 Time -1 Degree +1 more.r.01 Theme -6 Co-Theme +1 person.n.01 EQU speaker									That girl, boy who is speaking English is taller than I.	That boy who is speaking French, English is taller than I.	That boy who is speaking French, English is taller than I.	That boy who is speaking French, I mean, English is taller than I.
p05/d1601	She is called Mei. She is cooking in the kitchen. 	female.n.02 time.n.08 EQU now call.v.01 Theme -2 Time -1 Result +1 name.n.01 EQU \\\"Mei\\\" CONTINUATION <1 female.n.02 ANA -4 time.n.08 EQU now cook.v.01 Agent -2 Time -1 Location +1 kitchen.n.01									She is named, called Mei. She is cooking in the kitchen.	She is called Lucy, Mei. She is cooking in the kitchen.	She is called Mei. She is cooking in the living room, the kitchen.	She is called Lucy, I mean, Mei. She is cooking in the kitchen.
p74/d0808	I was driving at 120 kilometers per hour when the police stopped me. 	person.n.01 EQU speaker time.n.08 TPR now drive.v.02 Theme -2 Time -1 Value +3 quantity.n.01 EQU 120 kilometer.n.01 Quantity -1 division.n.11 Theme -1 Co-Theme +1 hour.n.01 Quantity 1 police.n.01 stop.v.05 Agent -1 TIN -6 Time +1 Patient +2 time.n.08 TPR now person.n.01 EQU speaker									I was walking, driving at 120 kilometers per hour when the police stopped me.	I was driving at 120 kilometers per minute, per hour when the police stopped me.	I was driving at 120 kilometers per hour when the the doctor, the police stopped me. 	I was driving at 120 kilometers per minute, I mean, per hour when the police stopped me.
p59/d2379	I was born on the 18th of March 1994. 	person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 time.n.08 DayOfMonth 18 MonthOfYear 3 EQU +2 time.n.08 EQU -1 time.n.08 YearOfCentury 1994									My mum, I was born on the 18th of March 1994.	I was born on the 23rd, the 18th of March 1994.	I was born on the 18th of March 1995, 1994.	I was born on the 23rd, I mean, the 18th of March 1994.
p80/d1632	If he is proficient in English, I'll employ him. 	male.n.02 time.n.08 EQU now proficient.a.02 AttributeOf -2 Time -1 Theme +1 english.n.01 CONSEQUENCE <1 person.n.01 EQU speaker time.n.08 TSU now employ.v.02 Agent -2 Time -1 Theme +1 male.n.02 ANA -7									If she, he is proficient in English, I'll employ him.	If he is proficient in French, English, I'll employ him.	If he is proficient in French, English, I'll employ him.	If he is proficient in French, I mean, English, I'll employ him.
p62/d2653	A typical Bavarian breakfast consists of white sausage, wheat beer and pretzels. 	NEGATION <1 typical.a.01 AttributeOf +2 state.n.01 Name \\\"bavaria\\\" breakfast.n.01 Source -1 NEGATION <1 consist.v.04 Theme -1 Time +1 Attribute +5 time.n.08 EQU now white.a.01 sausage.n.01 Colour -1 wheat_beer.n.01 entity.n.01 Sub -2 Sub -1 Sub +1 pretzel.n.01									A typical Hungarian, Bavarian breakfast consists of white sausage, wheat beer and pretzels.	A typical Bavarian breakfast consists of red, white sausage, wheat beer and pretzels.	A typical Bavarian breakfast consists of white sausage, wheat beer and pickles, pretzels.	A typical Bavarian breakfast consists of red, I mean, white sausage, wheat beer and pretzels.
p20/d2434	I'm fed up with this winter, I want spring right now! 	person.n.01 EQU speaker time.n.08 EQU now fed_up.a.01 Experiencer -2 Time -1 Stimulus +1 winter.n.01 CONTINUATION <1 person.n.01 EQU speaker want.v.01 Pivot -1 Time +1 Theme +2 Time +3 time.n.08 EQU now spring.n.01 time.n.08 EQU now									I'm fine, fed up with this winter, I want spring right now! 	I'm fed up with this summer, winter, I want spring right now!	\\\"I'm fed up with this winter, I want summer, spring right now!\\\"	I'm fed up with this summer, I mean, winter, I want spring right now!
p05/d1599	The national Brukenthal Museum is the first museum that opened officially in Romania. 	national.a.01 AttributeOf +1 museum.n.01 Name \\\"Brukenthal Museum\\\" be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now museum.n.01 Order 1 open.v.02 Patient -1 Time +1 Manner +2 Location +3 time.n.08 TPR now officially.r.02 country.n.02 Name \\\"Romania\\\"									The local, the national Brukenthal Museum is the first museum that opened officially in Romania.	The national Brukenthal Museum is the first gallery, museum that opened officially in Romania.	The national Brukenthal Museum is the first museum that opened officially in Transylvania, Romania.	The national Brukenthal Museum is the first gallery, I mean, museum that opened officially in Romania.
p93/d3554	The natural sciences are harder than the social sciences. 	natural_science.n.01 time.n.08 EQU now hard.a.01 AttributeOf -2 Time -1 Degree +1 more.r.01 Theme -3 Co-Theme +1 social_science.n.01									The social sciences, the natural sciences are harder than the social sciences.	The natural sciences are harder than the humanities, the social sciences.	The natural sciences are harder than the humanities, the social sciences.	The natural sciences are harder than the humanities, I mean, the social sciences.
p60/d2992	Anyone who is not shocked by quantum theory has not understood it. 	NEGATION <1 person.n.01 EQU +1 entity.n.01 time.n.08 EQU now NEGATION <1 shocked.a.01 Experiencer -2 Time -1 Stimulus +1 CONJUNCTION <3 quantum_theory.n.01 NEGATION <3 time.n.08 TPR now NEGATION <1 understand.v.01 Experiencer -6 Time -1 Stimulus +1 entity.n.01 ANA -3									Someone, anyone who is not shocked by quantum theory has not understood it.	Anyone who is not shocked by classical, quantum theory has not understood it.	Anyone who is not shocked by quantum theory has not understood it, quantum mechanics.	Anyone who is not shocked by classical, I mean, quantum theory has not understood it.
p63/d1248	The body was discovered in a warehouse in the North East of the city. 	body.n.03 time.n.08 TPR now discover.v.01 Theme -2 Time -1 Location +1 warehouse.n.01 Location +1 northeast.n.04 Of +1 city.n.01									The factory, the body was discovered in a warehouse in the North East of the city.	The body was discovered in a factory, a warehouse in the North East of the city.	The body was discovered in a warehouse in the North West, the North East of the city.	The body was discovered in a factory, I mean, a warehouse in the North East of the city.
p40/d1918	I grabbed my little sister's hand, and the two of us started to run. 	person.n.01 EQU speaker time.n.08 TPR now grab.n.02 Agent -2 Time -1 Theme +4 person.n.01 EQU speaker person.n.01 User -1 Role +1 little_sister.n.01 hand.n.01 PartOf -2 CONTINUATION <1 entity.n.01 Quantity +1 SubOf +2 quantity.n.01 EQU 2 person.n.01 Sub speaker start.v.01 Time +1 PartOf +2 time.n.08 TPR now run.v.01 Theme -5									My big brother, I grabbed my little sister's hand, and the two of us started to run.	I grabbed my big sister, my little sister's hand, and the two of us started to run.	I grabbed my little sister's hand, and the two of us started to walk, run.	I grabbed my big sister, I mean, my little sister's hand, and the two of us started to run.
p05/d0890	I was born in Barcelona on March 23, 1969. 	person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Location +1 Time +3 city.n.01 Name \\\"Barcelona\\\" time.n.08 MonthOfYear 3 EQU +1 time.n.08 DayOfMonth 23 EQU +1 time.n.08 YearOfCentury 1969									My father, I was born in Barcelona on March 23, 1969.	I was born in Madrid, Barcelona on March 23, 1969.	I was born in Barcelona on March 22, 23, 1969.	I was born in Madrid, I mean, Barcelona on March 23, 1969.
p86/d3167	Treasure chests abound in the dungeon, but so do horrible monsters. 	treasure_chest.n.01 abound.v.01 Theme -1 Time +1 Location +2 time.n.08 EQU now dungeon.n.01 CONTRAST <1 abound.v.01 Time +1 Theme +3 Location +4 time.n.08 EQU now horrible.a.01 AttributeOf +1 monster.n.01 dungeon.n.01									Elfs, treasure chests abound in the dungeon, but so do horrible monsters.	Treasure chests abound in the library, the dungeon, but so do horrible monsters.	Treasure chests abound in the dungeon, but so do horrible ghosts, monsters.	Treasure chests abound in the library, I mean, the dungeon, but so do horrible monsters.
p66/d1394	How many Olympic gold medals did Carl Lewis win? 	olympic.a.01 AttributeOf +1 gold_medal.n.01 Quantity ? time.n.08 TPR now male.n.02 Name \\\"Carl Lewis\\\" win.v.01 Theme -3 Time -2 Agent -1									Whe, how many Olympic gold medals did Carl Lewis win? 	How many Olympic silver, gold medals did Carl Lewis win?	How many Olympic gold medals did Carl Lewis win, earn?	How many Olympic silver, I mean, gold medals did Carl Lewis win?
p55/d1232	The indictment contains 875 pages. The trial is expected to last several years. 	indictment.n.01 contain.v.01 Pivot -1 Time +1 Theme +3 time.n.08 EQU now quantity.n.01 EQU 875 page.n.01 Quantity -1 CONTINUATION <1 trial.n.04 time.n.08 EQU now expect.v.01 Theme -2 Time -1 Attribute +1 last.v.01 Theme -3 Duration +1 year.n.01 Quantity +									The trial, the indictment contains 875 pages. The trial is expected to last several years.	The indictment contains 874, 875 pages. The trial is expected to last several years.	The indictment contains 875 pages. The trial is expected to last several months, several years.	The indictment contains 874, I mean, 875 pages. The trial is expected to last several years.
p86/d3353	Tom is by no means unintelligent. He is just lazy. 	male.n.02 Name \\\"Tom\\\" NEGATION <1 time.n.08 EQU now unintelligent.a.01 AttributeOf -2 Time -1 CONTINUATION <1 male.n.02 ANA -3 time.n.08 EQU now just.r.01 lazy.a.02 AttributeOf -3 Time -2 Manner -1									Ellen, Tom is by no means unintelligent. He is just lazy. 	Tom is by no means uncreative, unintelligent. He is just lazy.	Tom is by no means unintelligent. He is just hardworking, lazy.	Tom is by no means uncreative, I mean, unintelligent. He is just lazy.
p54/d1856	I got a lot of insect bites in the woods. 	person.n.01 EQU speaker get.v.35 Experiencer -1 Time +1 Stimulus +2 Location +4 time.n.08 TPR now entity.n.01 Quantity + EQU +1 insect_bite.n.01 wood.n.02									My mate, I got a lot of insect bites in the woods.	I got a lot of snake, insect bites in the woods.	I got a lot of insect bites in the park, the woods.	I got a lot of snake, I mean, insect bites in the woods.
p72/d3219	There were more than fifty girls at the party. 	entity.n.01 be.v.03 Time +1 EQU -1 Theme +4 Location +5 time.n.08 TPR now quantity.n.01 MOR +1 quantity.n.01 EQU 50 girl.n.01 Quantity -2 party.n.04									There were less, more than fifty girls at the party.	There were more than thirty, fifty girls at the party.	There were more than fifty boys, girls at the party.	There were more than thirty, I mean, fifty girls at the party.
p50/d3043	My wife has faults. None the less, I love her. 	person.n.01 EQU speaker person.n.01 Role +1 wife.n.01 Of -2 have.v.02 Pivot -2 Time +1 Theme +2 time.n.08 EQU now fault.n.03 CONTINUATION <1 person.n.01 EQU speaker love.v.03 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now female.n.02 ANA -8									My mother, my wife has faults. None the less, I love her.	My wife has virtues, faults. None the less, I love her.	\\\"My wife has faults. None the less, I love him, her.\\\"	My wife has virtues, I mean, faults. None the less, I love her.
p76/d2410	A lot of people are dealing with hay fever now. 	entity.n.01 Quantity + EQU +1 person.n.01 time.n.08 EQU now deal.v.04 Agent -3 Time -1 Theme +1 Time +2 hay_fever.n.01 time.n.08 EQU now									A lot of cats, people are dealing with hay fever now.	A lot of people are dealing with sinusitis, hay fever now.	A lot of people are dealing with hay fever, flu now.	A lot of people are dealing with sinusitis, I mean, hay fever now.
p98/d1547	The driver advised us to fasten our seat belts. 	person.n.01 Role +1 driver.n.01 advise.v.01 Agent -2 Time +1 Recipient +2 Topic +3 time.n.08 TPR now person.n.01 Sub speaker fasten.v.01 Agent -1 Patient +2 person.n.01 Sub speaker seat_belt.n.01 User -1									The passenger, the driver advised us to fasten our seat belts.	The driver advised the passengers, us to fasten our seat belts.	The driver advised us to fasten our seat straps, our seat belts.	The driver advised the passengers, I mean, us to fasten our seat belts.
p01/d1556	The war in Iraq broke out ten years ago. 	war.n.01 Location +1 country.n.02 Name \\\"Iraq\\\" break_out.v.01 Theme -2 Time +1 Time +4 time.n.08 TPR now quantity.n.01 EQU 10 year.n.01 Quantity -1 TAB now time.n.08 TAB -1									The carnival, the war in Iraq broke out ten years ago.	The war in Afghanistan, Iraq broke out ten years ago.	The war in Iraq broke out five years, ten years ago.	The war in Afghanistan, I mean, Iraq broke out ten years ago.
p63/d1788	We're now about a hundred miles away from Boston. 	person.n.01 Sub speaker time.n.08 EQU now quantity.n.01 APX +1 quantity.n.01 EQU 100 mile.n.01 Quantity -2 away.r.05 Attribute -5 Time -4 Value -1 Theme +1 city.n.01 Name \\\"Boston\\\"									They are, we're now about a hundred miles away from Boston.	We're now about fifty, a hundred miles away from Boston.	We're now about a hundred miles away from Chicago, Boston.	We're now about fifty, I mean, a hundred miles away from Boston.
p38/d2520	It took us two hours to get to Athens. 	time.n.08 TPR now person.n.01 Sub speaker quantity.n.01 EQU 2 hour.n.01 Quantity -1 get.v.05 Time -4 Theme -3 Duration -1 Destination +1 city.n.01 Name \\\"Athens\\\"									It took the flight, us two hours to get to Athens.	It took us three, two hours to get to Athens.	It took us two hours to get to Aix-en-Provence, Athens.	It took us three, I mean, two hours to get to Athens.
p16/d1211	The king himself invited the colonists to his land. 	person.n.01 Role +1 king.n.01 male.n.02 EQU -2 invite.v.06 Agent -1 Time +1 Theme +2 Destination +5 time.n.08 TPR now person.n.01 Role +1 colonist.n.01 male.n.02 ANA -5 land.n.03 User -1									A prince, the king himself invited the colonists to his land.	The king himself invited the settlers, the colonists to his land.	The king himself invited the colonists to his castle, his land.	The king himself invited the settlers, I mean, the colonists to his land.
p88/d1382	What is the name of the country in the Pyrenees mountains between France and Spain? 	entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 country.n.02 Location +1 Location +3 mountain.n.01 Name \\\"Pyrenees\\\" mountain.n.01 EQU -1 location.n.01 SY2 +2 country.n.02 Name \\\"France\\\" entity.n.01 Sub -1 Sub +1 country.n.02 Name \\\"Spain\\\"									What is the code, name of the country in the Pyrenees mountains between France and Spain?	What is the name of the village, the country in the Pyrenees mountains between France and Spain?	What is the name of the country in the Pyrenees mountains between France and Germany, Spain?	What is the name of the village, I mean, the country in the Pyrenees mountains between France and Spain?
p16/d1879	He is tall, but his brother is much taller. 	male.n.02 time.n.08 EQU now tall.a.01 Time -1 Value + AttributeOf -2 CONTRAST <1 male.n.02 ANA -3 person.n.01 Role +1 brother.n.01 Of -2 time.n.08 EQU now measure.n.02 Quantity + tall.a.01 AttributeOf -4 Time -2 Degree +1 more.r.01 Theme -5 Value -2									She, he is tall, but his brother is much taller.	He is short, tall, but his brother is much taller.	He is tall, but his brother is much shorter, taller.	He is short, I mean, tall, but his brother is much taller.
p20/d0238	The committee is composed of three men and seven women. 	committee.n.01 time.n.08 EQU now compose.v.01 Theme -2 Time -1 Attribute +3 quantity.n.01 EQU 3 man.n.01 Quantity -1 entity.n.01 Sub -1 Sub +2 quantity.n.01 EQU 7 woman.n.01 Quantity -1									The board, the committee is composed of three men and seven women.	The committee is composed of three women, three men and seven women.	The committee is composed of three men and seven men, seven women.	The committee is composed of three women, I mean, three men and seven women.
p86/d2196	Tom unbuckled his seat belt and got out of the car. 	male.n.02 Name \\\"Tom\\\" unbuckle.v.01 Agent -1 Time +1 Patient +3 time.n.08 TPR now male.n.02 ANA -3 seat_belt.n.01 User -1 get_out.v.01 Theme -5 Time +1 Source +2 time.n.08 TPR now car.n.01									Harry, Tom unbuckled his seat belt and got out of the car.	Tom unbuckled his seat belt and stayed in, got out of the car.	Tom unbuckled his seat belt and got out of the taxi, the car.	Tom unbuckled his seat belt and stayed in, I mean, got out of the car.
p76/d1545	The river that flows through London is the Thames. 	river.n.01 flow.v.01 Theme -1 Time +1 Path +2 time.n.08 EQU now city.n.01 Name \\\"London\\\" be.v.02 Theme -4 Time +1 Co-Theme +2 time.n.08 EQU now river.n.01 Name \\\"Thames\\\"									The canal, the river that flows through London is the Thames.	The river that flows through Paris, London is the Thames.	The river that flows through London is the Tamesis, the Thames.	The river that flows through Paris, I mean, London is the Thames.
p04/d2620	He's two years older than me, but he's shorter. 	male.n.02 time.n.08 EQU now quantity.n.01 EQU 2 year.n.01 Quantity -1 old.a.01 AttributeOf -4 Time -3 Degree +1 more.r.01 Theme -5 Value -2 Co-Theme +1 person.n.01 EQU speaker CONTRAST <1 male.n.02 ANA -7 time.n.08 EQU now short.a.03 AttributeOf -2 Time -1 Degree +1 more.r.01 Theme -3									She's, he's two years older than me, but he's shorter.	He's three, two years older than me, but he's shorter.	He's two years older than me, but he's taller, shorter.	He's three, I mean, two years older than me, but he's shorter.
p88/d2496	My parents pushed me to quit the baseball club. 	person.n.01 EQU speaker person.n.01 Role +1 parent.n.01 Of -2 push.v.02 Agent -2 Time +1 Patient +2 Result +3 time.n.08 TPR now person.n.01 EQU speaker quit.v.02 Agent -1 Theme +1 baseball_club.n.01									My sister, my parents pushed me to quit the baseball club.	My parents pulled me, pushed me to quit the baseball club.	My parents pushed me to quit the chess club, the baseball club.	My parents pulled me, I mean, pushed me to quit the baseball club.
p07/d0824	I always buy fresh vegetables instead of frozen ones. 	NEGATION <1 time.n.08 NEGATION <1 person.n.01 EQU speaker buy.v.01 Agent -1 Time +1 Theme +3 time.n.08 EQU now fresh.a.01 AttributeOf +1 vegetable.n.01 NEGATION <1 entity.n.01 EQU -4 Theme +2 frozen.a.05 AttributeOf +1 vegetable.n.01									I always steal buy, fresh vegetables instead of frozen ones.	I always buy canned, fresh vegetables instead of frozen ones.	I always buy fresh vegetables instead of canned, frozen ones.	I always buy canned, I mean, fresh vegetables instead of frozen ones.
p90/d3065	I cannot wipe the table. I don't have a cloth. 	person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 wipe.v.01 Agent -1 Source +1 table.n.02 CONTINUATION <1 person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now have.v.04 Pivot -2 Time -1 Theme +1 cloth.n.01									I can, cannot wipe the table. I don't have a cloth. 	I cannot wipe the door, I mean, the table. I don't have a cloth.	I cannot wipe the table. I don't have a napkin, a cloth.	I cannot wipe the door, I mean, the table. I don't have a cloth.
p13/d0044	The little girl is looking at a man in costume 	little.a.03 AttributeOf +1 girl.n.02 time.n.08 EQU now look.v.01 Experiencer -2 Time -1 Stimulus +1 man.n.01 User +1 costume.n.01									The boy, the little girl is looking at a man in costume	The little girl is looking at a woman, a man in costume	The little girl is looking at a woman, a man in costume	The little girl is looking at a woman, I mean, a man in costume
p41/d2734	The siblings fought tooth and nail over their late father's estate. 	person.n.01 Role +1 sibling.n.01 fight.v.02 Agent -2 Time +1 Manner +2 Theme +7 time.n.08 TPR now tooth_and_nail.r.01 person.n.01 late.a.04 AttributeOf +1 person.n.01 Role +1 father.n.01 Creator -3 estate.n.01 User -2									The cousins, the siblings fought tooth and nail over their late father's estate.	The siblings fought hand and tooth, tooth and nail over their late father's estate.	The siblings fought tooth and nail over their late mother's estate, their late father's estate.	The siblings fought hand and tooth, I mean, tooth and nail over their late father's estate.
p17/d2739	His house is at the foot of Mt. Fuji. 	male.n.02 house.n.01 User -1 be.v.03 Theme -1 Time +1 Location +2 time.n.08 EQU now foot.n.03 PartOf +1 mountain.n.01 Name \\\"Mt. Fuji\\\"									His apartment, his house is at the foot of Mt. Fuji.	His house is at the base, the foot of Mt. Fuji.	His house is at the foot of Mt. Etna, Mt. Fuji.	His house is at the base, I mean, the foot of Mt. Fuji.
p00/d0955	If you don't like it then you can quit. 	person.n.01 EQU hearer time.n.08 EQU now NEGATION <1 like.v.02 Experiencer -2 Time -1 Stimulus +1 entity.n.01 CONSEQUENCE <2 person.n.01 EQU hearer POSSIBILITY <1 quit.v.01 Agent -1									If you don't hate, like it then you can quit.	If you don't like them, it then you can quit.	If you don't like it then you can stay, quit.	If you don't like them, I mean, it then you can quit.
p35/d2866	Tom's car was rear-ended and he suffered a whiplash injury. 	male.n.02 Name \\\"Tom\\\" car.n.01 User -1 time.n.08 TPR now rear-end.v.01 Patient -2 Time -1 CONTINUATION <1 male.n.02 ANA -4 suffer.v.02 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now whiplash.n.01 injury.n.01 EQU -1									Jerry's, Tom's car was rear-ended and he suffered a whiplash injury.	Tom's car was front-ended, rear-ended and he suffered a whiplash injury.	Tom's car was rear-ended and he suffered a broken arm, a whiplash injury.	Tom's car was front-ended, I mean, rear-ended and he suffered a whiplash injury.
p65/d2528	I was in the hospital for a few days. 	person.n.01 EQU speaker be.v.03 Theme -1 Time +1 Location +2 Duration +3 time.n.08 TPR now hospital.n.01 day.n.01 Quantity -									The clinic, I was in the hospital for a few days.	I was in the clinic, the hospital for a few days.	I was in the hospital for a few weeks, days.	I was in the clinic, I mean, the hospital for a few days.
