doc_id	nl_clean	nl_repair	sbn_clean	sbn_repair	repair_pos	reparandum_synset	repair_synset	reparandum_surface	interregnum	strategy	devices	dropped_roles	max_abs_index	separator_in_tail	inflection_confident
p18/d3044	Tom picked up a napkin and wiped Mary's chin.	Tom picked up a damask, I mean to say, up a napkin and wiped Mary's chin.	"male.n.02 Name ""Tom"" pick_up.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now napkin.n.01 wipe.v.01 Agent -4 Time +1 Source +3 time.n.08 TPR now female.n.02 Name ""Mary"" chin.n.01 PartOf -1"	"male.n.02 Name ""Tom"" pick_up.v.02 Agent -1 Time +1 time.n.08 TPR now CORRECTION <1 damask.n.01 ThemeOf -2 CONJUNCTION <2 % I mean to say napkin.n.01 ThemeOf -3 wipe.v.01 Agent -5 Time +1 Source +3 time.n.08 TPR now female.n.02 Name ""Mary"" chin.n.01 PartOf -1"	n	damask.n.01	napkin.n.01	damask	I mean to say	inplace	d2_invert_role		5	0	1
p18/d3044	Tom picked up a napkin and wiped Mary's chin.	Tom snogged, no wait, picked up a napkin and wiped Mary's chin.	"male.n.02 Name ""Tom"" pick_up.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now napkin.n.01 wipe.v.01 Agent -4 Time +1 Source +3 time.n.08 TPR now female.n.02 Name ""Mary"" chin.n.01 PartOf -1"	"male.n.02 Name ""Tom"" CORRECTION <1 snog.v.01 Agent -1 CONJUNCTION <2 % no wait pick_up.v.02 Agent -2 Time +1 Theme +2 time.n.08 TPR now napkin.n.01 wipe.v.01 Agent -5 Time +1 Source +3 time.n.08 TPR now female.n.02 Name ""Mary"" chin.n.01 PartOf -1"	v	snog.v.01	pick_up.v.02	snogged	no wait	inplace	d1_drop_role	Time|Theme	5	0	1
p00/d2785	Both roads lead to the station.	Both roads populate, actually, lead to the station.	road.n.01 Quantity 2 NEGATION <1 entity.n.01 SubOf -1 NEGATION <1 lead.v.11 Theme -1 Time +1 Destination +2 time.n.08 EQU now station.n.01	road.n.01 Quantity 2 NEGATION <1 entity.n.01 SubOf -1 NEGATION <1 CORRECTION <1 populate.v.01 Theme -1 CONJUNCTION <2 % actually lead.v.11 Theme -2 Time +1 Destination +2 time.n.08 EQU now station.n.01	v	populate.v.01	lead.v.11	populate	actually	inplace	d1_drop_role	Time|Destination	2	0	1
p00/d2785	Both roads lead to the station.	Both stairways, in fact, Both roads lead to the station.	road.n.01 Quantity 2 NEGATION <1 entity.n.01 SubOf -1 NEGATION <1 lead.v.11 Theme -1 Time +1 Destination +2 time.n.08 EQU now station.n.01	CORRECTION <1 stairway.n.01 Quantity 2 CONJUNCTION <2 % in fact road.n.01 Quantity 2 NEGATION <3 entity.n.01 SubOf -1 NEGATION <1 lead.v.11 Theme -1 Time +1 Destination +2 time.n.08 EQU now station.n.01	n	stairway.n.01	road.n.01	stairways	in fact	inplace	retarget_to_repair		2	1	1
p00/d3325	I always get up at 6 o'clock in the morning.	I always get up at 6 o'clock in the enlistment, morning.	NEGATION <1 time.n.08 NEGATION <1 person.n.01 EQU speaker get_up.v.02 Theme -1 Time +1 Time +2 time.n.08 EQU now time.n.08 ClockTime 06:00 PartOf +1 morning.n.01	NEGATION <1 time.n.08 NEGATION <1 person.n.01 EQU speaker get_up.v.02 Theme -1 Time +1 Time +2 time.n.08 EQU now time.n.08 ClockTime 06:00 PartOf +1 entity.n.01 CORRECTION <1 enlistment.n.01 EQU -1 CONJUNCTION <2 morning.n.01 EQU -2	n	enlistment.n.01	morning.n.01	enlistment		anchor	d5_anchor_dummy		2	0	1
p92/d2261	Tom called Mary.	Tom called, called Mary.	"male.n.02 Name ""Tom"" call.v.03 Agent -1 Time +1 Theme +2 time.n.08 TPR now female.n.02 Name ""Mary"""	"male.n.02 Name ""Tom"" CORRECTION <1 call.v.09 Agent -1 CONJUNCTION <2 call.v.03 Agent -2 Time +1 Theme +2 time.n.08 TPR now female.n.02 Name ""Mary"""	v	call.v.09	call.v.03	called		inplace	d1_drop_role	Time|Theme	2	0	1
p06/d3082	Tom is drinking a beer.	Tom is sampling, I mean, drinking a beer.	"male.n.02 Name ""Tom"" time.n.08 EQU now drink.v.01 Agent -2 Time -1 Patient +1 beer.n.01"	"male.n.02 Name ""Tom"" time.n.08 EQU now CORRECTION <1 sample.v.01 Agent -2 Time -1 CONJUNCTION <2 % I mean drink.v.01 Agent -3 Time -2 Patient +1 beer.n.01"	v	sample.v.01	drink.v.01	sampling	I mean	inplace	d1_drop_role	Patient	3	0	1
p06/d3082	Tom is drinking a beer.	Tom is drinking a cassiri, well, a beer.	"male.n.02 Name ""Tom"" time.n.08 EQU now drink.v.01 Agent -2 Time -1 Patient +1 beer.n.01"	"male.n.02 Name ""Tom"" time.n.08 EQU now drink.v.01 Agent -2 Time -1 Patient +1 entity.n.01 CORRECTION <1 cassiri.n.01 EQU -1 CONJUNCTION <2 % well beer.n.01 EQU -2"	n	cassiri.n.01	beer.n.01	cassiri	well	anchor	d5_anchor_dummy		2	0	1
p86/d3077	He loves the tigers.	He loves the jaguars, that is, the tigers.	male.n.02 love.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now tiger.n.02	male.n.02 love.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now entity.n.01 CORRECTION <1 jaguar.n.01 EQU -1 CONJUNCTION <2 % that is tiger.n.02 EQU -2	n	jaguar.n.01	tiger.n.02	jaguars	that is	anchor	d5_anchor_dummy		2	0	1
p51/d2590	I had my money stolen.	I had my money sacked, stolen.	person.n.01 EQU speaker time.n.08 TPR now person.n.01 EQU speaker money.n.01 User -1 steal.v.01 Beneficiary -4 Time -3 Theme -1	person.n.01 EQU speaker time.n.08 TPR now person.n.01 EQU speaker money.n.01 User -1 CORRECTION <1 sack.v.01 Beneficiary -4 Time -3 Theme -1 CONJUNCTION <2 steal.v.01 Beneficiary -5 Time -4 Theme -2	v	sack.v.01	steal.v.01	sacked		inplace			5	0	1
p51/d2590	I had my money stolen.	I had my tender, no wait, money stolen.	person.n.01 EQU speaker time.n.08 TPR now person.n.01 EQU speaker money.n.01 User -1 steal.v.01 Beneficiary -4 Time -3 Theme -1	person.n.01 EQU speaker time.n.08 TPR now person.n.01 EQU speaker CORRECTION <1 tender.n.01 User -1 CONJUNCTION <2 % no wait money.n.01 User -2 steal.v.01 Beneficiary -5 Time -4 Theme -1	n	tender.n.01	money.n.01	tender	no wait	inplace	retarget_to_repair		5	0	1
p06/d1832	Tom danced with me.	Tom danced, danced with me.	"male.n.02 Name ""Tom"" dance.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now person.n.01 EQU speaker"	"male.n.02 Name ""Tom"" CORRECTION <1 dance.v.01 Theme -1 CONJUNCTION <2 dance.v.02 Theme -2 Time +1 Co-Theme +2 time.n.08 TPR now person.n.01 EQU speaker"	v	dance.v.01	dance.v.02	danced		inplace	d1_drop_role	Time|Co-Theme	2	0	1
p63/d2230	I'll hire whoever he recommends.	I'll hire whoever he propositions, recommends.	person.n.01 EQU speaker NEGATION <1 NEGATION <1 time.n.08 TSU now hire.v.01 Agent -2 Time -1 Theme +1 CONJUNCTION <2 person.n.01 male.n.02 recommend.v.01 Theme -2 Agent -1 Time +1 time.n.08 EQU now	person.n.01 EQU speaker NEGATION <1 NEGATION <1 time.n.08 TSU now hire.v.01 Agent -2 Time -1 Theme +1 CONJUNCTION <2 person.n.01 male.n.02 CORRECTION <1 proposition.v.01 Theme -2 Agent -1 CONJUNCTION <2 recommend.v.01 Theme -3 Agent -2 Time +1 time.n.08 EQU now	v	proposition.v.01	recommend.v.01	propositions		inplace	d1_drop_role	Time	3	0	1
p99/d1681	We fed ourselves.	We nourished, fed ourselves.	person.n.01 Sub speaker feed.v.02 Agent -1 Time +1 Recipient +2 time.n.08 TPR now person.n.01 Sub speaker	person.n.01 Sub speaker CORRECTION <1 nourish.v.01 Agent -1 CONJUNCTION <2 feed.v.02 Agent -2 Time +1 Recipient +2 time.n.08 TPR now person.n.01 Sub speaker	v	nourish.v.01	feed.v.02	nourished		inplace	d1_drop_role	Time|Recipient	2	0	1
p18/d1452	Yoke the oxen to the plow.	Yoke the oxen to the grapnel, plow.	person.n.01 EQU hearer yoke.v.02 Agent -1 Theme +1 Destination +2 ox.n.01 plow.n.01	person.n.01 EQU hearer yoke.v.02 Agent -1 Theme +1 Destination +2 ox.n.01 entity.n.01 CORRECTION <1 grapnel.n.01 EQU -1 CONJUNCTION <2 plow.n.01 EQU -2	n	grapnel.n.01	plow.n.01	grapnel		anchor	d5_anchor_dummy		2	0	1
p18/d1452	Yoke the oxen to the plow.	Append, no, Yoke the oxen to the plow.	person.n.01 EQU hearer yoke.v.02 Agent -1 Theme +1 Destination +2 ox.n.01 plow.n.01	person.n.01 EQU hearer CORRECTION <1 append.v.01 Agent -1 CONJUNCTION <2 % no yoke.v.02 Agent -2 Theme +1 Destination +2 ox.n.01 plow.n.01	v	append.v.01	yoke.v.02	append	no	inplace	d1_drop_role	Theme|Destination	2	0	1
p04/d1674	He is lying on the bench.	He is lying on the sofa, actually, on the bench.	male.n.02 time.n.08 EQU now lie.v.02 Theme -2 Time -1 Location +1 bench.n.01	male.n.02 time.n.08 EQU now lie.v.02 Theme -2 Time -1 Location +1 entity.n.01 CORRECTION <1 sofa.n.01 EQU -1 CONJUNCTION <2 % actually bench.n.01 EQU -2	n	sofa.n.01	bench.n.01	sofa	actually	anchor	d5_anchor_dummy		2	0	1
p04/d1674	He is lying on the bench.	He is lying down, or rather, is lying on the bench.	male.n.02 time.n.08 EQU now lie.v.02 Theme -2 Time -1 Location +1 bench.n.01	male.n.02 time.n.08 EQU now CORRECTION <1 lie_down.v.01 Theme -2 Time -1 CONJUNCTION <2 % or rather lie.v.02 Theme -3 Time -2 Location +1 bench.n.01	v	lie_down.v.01	lie.v.02	lying down	or rather	inplace	d1_drop_role	Location	3	0	1
p76/d2053	The birch leaves have already turned yellow.	The birch perianths, no, leaves have already turned yellow.	birch.n.02 leaf.n.01 PartOf -1 turn.v.03 Patient -1 Time +1 Result +2 time.n.08 TPR now yellow.a.01 ColourOf -3	birch.n.02 CORRECTION <1 perianth.n.01 PartOf -1 CONJUNCTION <2 % no leaf.n.01 PartOf -2 turn.v.03 Patient -1 Time +1 Result +2 time.n.08 TPR now yellow.a.01 ColourOf -3	n	perianth.n.01	leaf.n.01	perianths	no	inplace	retarget_to_repair		3	0	1
p76/d2053	The birch leaves have already turned yellow.	The birch leaves have already turned, no wait, turned yellow.	birch.n.02 leaf.n.01 PartOf -1 turn.v.03 Patient -1 Time +1 Result +2 time.n.08 TPR now yellow.a.01 ColourOf -3	birch.n.02 leaf.n.01 PartOf -1 CORRECTION <1 turn.v.16 Patient -1 CONJUNCTION <2 % no wait turn.v.03 Patient -2 Time +1 Result +2 time.n.08 TPR now yellow.a.01 ColourOf -4	v	turn.v.16	turn.v.03	turned	no wait	inplace	d1_drop_role	Time|Result	4	0	1
p72/d3306	She's a bit younger than me.	She's a bit junior, well, younger than me.	female.n.02 time.n.08 EQU now measure.n.02 Quantity - young.a.01 AttributeOf -3 Time -2 Degree +1 more.r.01 Theme -4 Value -2 Co-Theme +1 person.n.01 EQU speaker	female.n.02 time.n.08 EQU now measure.n.02 Quantity - CORRECTION <1 junior.a.01 AttributeOf -3 Time -2 CONJUNCTION <2 % well young.a.01 AttributeOf -4 Time -3 Degree +1 more.r.01 Theme -5 Value -3 Co-Theme +1 person.n.01 EQU speaker	a	junior.a.01	young.a.01	junior	well	inplace	d1_drop_role	Degree	5	0	1
p74/d3278	"The famous song ""Ave Maria"" was composed by Schubert."	"The famous pastorale, I mean, song ""Ave Maria"" was composed by Schubert."	"famous.a.01 AttributeOf +1 song.n.01 Name ""Ave Maria"" time.n.08 TPR now compose.v.02 Result -2 Time -1 Agent +1 male.n.02 Name ""Schubert"""	"famous.a.01 AttributeOf +2 CORRECTION <1 pastorale.n.01 Name ""Ave Maria"" CONJUNCTION <2 % I mean song.n.01 Name ""Ave Maria"" time.n.08 TPR now compose.v.02 Result -2 Time -1 Agent +1 male.n.02 Name ""Schubert"""	n	pastorale.n.01	song.n.01	pastorale	I mean	inplace	retarget_to_repair		2	0	1
p74/d3278	"The famous song ""Ave Maria"" was composed by Schubert."	"The known, The famous song ""Ave Maria"" was composed by Schubert."	"famous.a.01 AttributeOf +1 song.n.01 Name ""Ave Maria"" time.n.08 TPR now compose.v.02 Result -2 Time -1 Agent +1 male.n.02 Name ""Schubert"""	"song.n.01 Name ""Ave Maria"" CORRECTION <1 known.a.01 AttributeOf -1 CONJUNCTION <2 famous.a.01 AttributeOf -2 time.n.08 TPR now compose.v.02 Result -4 Time -1 Agent +1 male.n.02 Name ""Schubert"""	a	known.a.01	famous.a.01	known		hoist	d4_movement		4	0	1
p96/d1815	Tom has a good sense of humor.	Tom has a good impishness, well, sense of humor.	"male.n.02 Name ""Tom"" have.v.02 Pivot -1 Time +1 Theme +3 time.n.08 EQU now good.a.01 AttributeOf +1 sense_of_humor.n.01"	"male.n.02 Name ""Tom"" have.v.02 Pivot -1 Time +1 time.n.08 EQU now good.a.01 AttributeOf +2 CORRECTION <1 impishness.n.01 ThemeOf -3 CONJUNCTION <2 % well sense_of_humor.n.01 ThemeOf -4"	n	impishness.n.01	sense_of_humor.n.01	impishness	well	inplace	d2_invert_role|retarget_to_repair		4	0	1
p96/d1815	Tom has a good sense of humor.	Tom has a favorable, or rather, good sense of humor.	"male.n.02 Name ""Tom"" have.v.02 Pivot -1 Time +1 Theme +3 time.n.08 EQU now good.a.01 AttributeOf +1 sense_of_humor.n.01"	"male.n.02 Name ""Tom"" have.v.02 Pivot -1 Time +1 Theme +2 time.n.08 EQU now sense_of_humor.n.01 CORRECTION <1 favorable.a.01 AttributeOf -1 CONJUNCTION <2 % or rather good.a.01 AttributeOf -2"	a	favorable.a.01	good.a.01	favorable	or rather	hoist	d4_movement		2	0	1
p08/d2753	I've been tricked.	I've been ensnared, tricked.	person.n.01 EQU speaker time.n.08 TPR now trick.v.01 Patient -2 Time -1	person.n.01 EQU speaker time.n.08 TPR now CORRECTION <1 ensnare.v.01 Patient -2 Time -1 CONJUNCTION <2 trick.v.01 Patient -3 Time -2	v	ensnare.v.01	trick.v.01	ensnared		inplace			3	0	1
p20/d0920	He stole money from me.	He sacked, stole money from me.	male.n.02 steal.v.01 Agent -1 Time +1 Theme +2 Source +3 time.n.08 TPR now money.n.01 person.n.01 EQU speaker	male.n.02 CORRECTION <1 sack.v.01 Agent -1 CONJUNCTION <2 steal.v.01 Agent -2 Time +1 Theme +2 Source +3 time.n.08 TPR now money.n.01 person.n.01 EQU speaker	v	sack.v.01	steal.v.01	sacked		inplace	d1_drop_role	Time|Theme|Source	3	0	1
p20/d0920	He stole money from me.	He stole tender, money from me.	male.n.02 steal.v.01 Agent -1 Time +1 Theme +2 Source +3 time.n.08 TPR now money.n.01 person.n.01 EQU speaker	male.n.02 steal.v.01 Agent -1 Time +1 Source +4 time.n.08 TPR now CORRECTION <1 tender.n.01 ThemeOf -2 CONJUNCTION <2 money.n.01 ThemeOf -3 person.n.01 EQU speaker	n	tender.n.01	money.n.01	tender		inplace	d2_invert_role		4	0	1
p05/d2260	Tom is wearing leather shorts.	Tom is wearing fur, leather shorts.	"male.n.02 Name ""Tom"" time.n.08 EQU now wear.v.01 Agent -2 Time -1 Theme +2 leather.n.01 shorts.n.01 MadeOf -1"	"male.n.02 Name ""Tom"" time.n.08 EQU now wear.v.01 Agent -2 Time -1 Theme +4 entity.n.01 CORRECTION <1 fur.n.01 EQU -1 CONJUNCTION <2 leather.n.01 EQU -2 shorts.n.01 MadeOf -3"	n	fur.n.01	leather.n.01	fur		anchor	d5_anchor_dummy		4	0	1
p05/d2260	Tom is wearing leather shorts.	Tom is wearing leather breecheses, actually, shorts.	"male.n.02 Name ""Tom"" time.n.08 EQU now wear.v.01 Agent -2 Time -1 Theme +2 leather.n.01 shorts.n.01 MadeOf -1"	"male.n.02 Name ""Tom"" time.n.08 EQU now wear.v.01 Agent -2 Time -1 leather.n.01 CORRECTION <1 breeches.n.01 MadeOf -1 ThemeOf -2 CONJUNCTION <2 % actually shorts.n.01 MadeOf -2 ThemeOf -3"	n	breeches.n.01	shorts.n.01	breecheses	actually	inplace	d2_invert_role		3	0	1
p79/d3299	Tom grinned.	Tom smirked, grinned.	"male.n.02 Name ""Tom"" grin.v.01 Agent -1 Time +1 time.n.08 TPR now"	"male.n.02 Name ""Tom"" CORRECTION <1 smirk.v.01 Agent -1 CONJUNCTION <2 grin.v.01 Agent -2 Time +1 time.n.08 TPR now"	v	smirk.v.01	grin.v.01	smirked		inplace	d1_drop_role	Time	2	0	1
p56/d3086	She bought a toaster, a coffeemaker, an egg cooker and a hand mixer.	She bought, well, bought a toaster, a coffeemaker, an egg cooker and a hand mixer.	female.n.02 buy.v.01 Agent -1 Time +1 Theme +4 time.n.08 TPR now toaster.n.01 coffee_maker.n.01 egg.n.02 cooker.n.01 Goal -1 entity.n.01 Sub -4 Sub -3 Sub -1 Sub +1 mixer.n.04	female.n.02 CORRECTION <1 buy.v.03 Agent -1 CONJUNCTION <2 % well buy.v.01 Agent -2 Time +1 Theme +4 time.n.08 TPR now toaster.n.01 coffee_maker.n.01 egg.n.02 cooker.n.01 Goal -1 entity.n.01 Sub -4 Sub -3 Sub -1 Sub +1 mixer.n.04	v	buy.v.03	buy.v.01	bought	well	inplace	d1_drop_role	Time|Theme	4	0	1
p56/d3086	She bought a toaster, a coffeemaker, an egg cooker and a hand mixer.	She bought a subscriber, toaster, a coffeemaker, an egg cooker and a hand mixer.	female.n.02 buy.v.01 Agent -1 Time +1 Theme +4 time.n.08 TPR now toaster.n.01 coffee_maker.n.01 egg.n.02 cooker.n.01 Goal -1 entity.n.01 Sub -4 Sub -3 Sub -1 Sub +1 mixer.n.04	female.n.02 buy.v.01 Agent -1 Time +1 Theme +6 time.n.08 TPR now entity.n.01 CORRECTION <1 subscriber.n.01 EQU -1 CONJUNCTION <2 toaster.n.01 EQU -2 coffee_maker.n.01 egg.n.02 cooker.n.01 Goal -1 entity.n.01 Sub -6 Sub -3 Sub -1 Sub +1 mixer.n.04	n	subscriber.n.01	toaster.n.01	subscriber		anchor	d5_anchor_dummy		6	0	1
p23/d1975	I erased my hard disk by accident.	I bussed, that is, erased my hard disk by accident.	person.n.01 EQU speaker erase.v.03 Agent -1 Time +1 Source +3 Causer +4 time.n.08 TPR now person.n.01 EQU speaker hard_disk.n.01 User -1 accident.n.02	person.n.01 EQU speaker CORRECTION <1 bus.v.03 Agent -1 CONJUNCTION <2 % that is erase.v.03 Agent -2 Time +1 Source +3 Causer +4 time.n.08 TPR now person.n.01 EQU speaker hard_disk.n.01 User -1 accident.n.02	v	bus.v.03	erase.v.03	bussed	that is	inplace	d1_drop_role	Time|Source|Causer	4	0	1
p23/d1975	I erased my hard disk by accident.	I erased my diskette, hard disk by accident.	person.n.01 EQU speaker erase.v.03 Agent -1 Time +1 Source +3 Causer +4 time.n.08 TPR now person.n.01 EQU speaker hard_disk.n.01 User -1 accident.n.02	person.n.01 EQU speaker erase.v.03 Agent -1 Time +1 Source +4 Causer +5 time.n.08 TPR now person.n.01 EQU speaker CORRECTION <1 diskette.n.01 User -1 CONJUNCTION <2 hard_disk.n.01 User -2 accident.n.02	n	diskette.n.01	hard_disk.n.01	diskette		inplace	retarget_to_repair		5	0	1
p89/d1466	This shirt costs more than fifty dollars.	This swimsuit, This shirt costs more than fifty dollars.	shirt.n.01 cost.v.01 Theme -1 Time +1 Value +4 time.n.08 EQU now quantity.n.01 MOR +1 quantity.n.01 EQU 50 dollar.n.01 Quantity -2	entity.n.01 CORRECTION <1 swimsuit.n.01 EQU -1 CONJUNCTION <2 shirt.n.01 EQU -2 cost.v.01 Theme -3 Time +1 Value +4 time.n.08 EQU now quantity.n.01 MOR +1 quantity.n.01 EQU 50 dollar.n.01 Quantity -2	n	swimsuit.n.01	shirt.n.01	swimsuit		anchor	d5_anchor_dummy		4	0	1
p89/d1466	This shirt costs more than fifty dollars.	This shirt loiters, no, costs more than fifty dollars.	shirt.n.01 cost.v.01 Theme -1 Time +1 Value +4 time.n.08 EQU now quantity.n.01 MOR +1 quantity.n.01 EQU 50 dollar.n.01 Quantity -2	shirt.n.01 CORRECTION <1 loiter.v.01 Theme -1 CONJUNCTION <2 % no cost.v.01 Theme -2 Time +1 Value +4 time.n.08 EQU now quantity.n.01 MOR +1 quantity.n.01 EQU 50 dollar.n.01 Quantity -2	v	loiter.v.01	cost.v.01	loiters	no	inplace	d1_drop_role	Time|Value	4	0	1
p99/d3270	I like flowers such as roses and lilies.	I like dicots, flowers such as roses and lilies.	person.n.01 EQU speaker like.v.02 Experiencer -1 Time +1 Stimulus +4 time.n.08 EQU now flower.n.01 Instance +2 rose.n.01 entity.n.01 Sub -1 Sub +1 lily.n.01	person.n.01 EQU speaker like.v.02 Experiencer -1 Time +1 Stimulus +6 time.n.08 EQU now entity.n.01 CORRECTION <1 dicot.n.01 EQU -1 CONJUNCTION <2 flower.n.01 Instance +2 EQU -2 rose.n.01 entity.n.01 Sub -1 Sub +1 lily.n.01	n	dicot.n.01	flower.n.01	dicots		anchor	d1_drop_role	Instance	6	0	1
p99/d3270	I like flowers such as roses and lilies.	I like flowers such as roses and camases, in fact, lilies.	person.n.01 EQU speaker like.v.02 Experiencer -1 Time +1 Stimulus +4 time.n.08 EQU now flower.n.01 Instance +2 rose.n.01 entity.n.01 Sub -1 Sub +1 lily.n.01	person.n.01 EQU speaker like.v.02 Experiencer -1 Time +1 Stimulus +4 time.n.08 EQU now flower.n.01 Instance +2 rose.n.01 entity.n.01 Sub -1 CORRECTION <1 camas.n.01 SubOf -1 CONJUNCTION <2 % in fact lily.n.01 SubOf -2	n	camas.n.01	lily.n.01	camases	in fact	inplace	d2_invert_role		4	0	1
p03/d2742	Thirteen homes have been destroyed.	Thirteen apartments, homes have been destroyed.	quantity.n.01 EQU 13 home.n.02 Quantity -1 time.n.08 TPR now destroy.v.01 Patient -2 Time -1	quantity.n.01 EQU 13 CORRECTION <1 apartment.n.01 Quantity -1 CONJUNCTION <2 home.n.02 Quantity -2 time.n.08 TPR now destroy.v.01 Patient -2 Time -1	n	apartment.n.01	home.n.02	apartments		inplace	retarget_to_repair		2	0	1
p76/d2328	The people rebelled against the king.	The people rebelled, I mean to say, rebelled against the king.	person.n.01 rebel.v.01 Agent -1 Time +1 Beneficiary +2 time.n.08 TPR now person.n.01 Role +1 king.n.01	person.n.01 CORRECTION <1 rebel.v.02 Agent -1 CONJUNCTION <2 % I mean to say rebel.v.01 Agent -2 Time +1 Beneficiary +2 time.n.08 TPR now person.n.01 Role +1 king.n.01	v	rebel.v.02	rebel.v.01	rebelled	I mean to say	inplace	d1_drop_role	Time|Beneficiary	2	0	1
p76/d2328	The people rebelled against the king.	The people rebelled against the czar, no, against the king.	person.n.01 rebel.v.01 Agent -1 Time +1 Beneficiary +2 time.n.08 TPR now person.n.01 Role +1 king.n.01	person.n.01 rebel.v.01 Agent -1 Time +1 Beneficiary +2 time.n.08 TPR now person.n.01 Role +1 entity.n.01 CORRECTION <1 czar.n.01 EQU -1 CONJUNCTION <2 % no king.n.01 EQU -2	n	czar.n.01	king.n.01	czar	no	anchor	d5_anchor_dummy		2	0	1
p54/d1499	I made a decision.	I made, I mean to say, made a decision.	person.n.01 EQU speaker make.v.07 Agent -1 Time +1 Theme +2 time.n.08 TPR now decision.n.02	person.n.01 EQU speaker CORRECTION <1 make.v.44 Agent -1 CONJUNCTION <2 % I mean to say make.v.07 Agent -2 Time +1 Theme +2 time.n.08 TPR now decision.n.02	v	make.v.44	make.v.07	made	I mean to say	inplace	d1_drop_role	Time|Theme	2	0	1
p96/d2005	I saw wolves in the Appennines.	I watched, saw wolves in the Appennines.	"person.n.01 EQU speaker see.v.01 Experiencer -1 Time +1 Stimulus +2 Location +3 time.n.08 TPR now wolf.n.01 geological_formation.n.01 Name ""apennines"""	"person.n.01 EQU speaker CORRECTION <1 watch.v.03 Experiencer -1 CONJUNCTION <2 see.v.01 Experiencer -2 Time +1 Stimulus +2 Location +3 time.n.08 TPR now wolf.n.01 geological_formation.n.01 Name ""apennines"""	v	watch.v.03	see.v.01	watched		inplace	d1_drop_role	Time|Stimulus|Location	3	0	1
p96/d2005	I saw wolves in the Appennines.	I saw dogs, wolves in the Appennines.	"person.n.01 EQU speaker see.v.01 Experiencer -1 Time +1 Stimulus +2 Location +3 time.n.08 TPR now wolf.n.01 geological_formation.n.01 Name ""apennines"""	"person.n.01 EQU speaker see.v.01 Experiencer -1 Time +1 Stimulus +2 Location +5 time.n.08 TPR now entity.n.01 CORRECTION <1 dog.n.01 EQU -1 CONJUNCTION <2 wolf.n.01 EQU -2 geological_formation.n.01 Name ""apennines"""	n	dog.n.01	wolf.n.01	dogs		anchor	d5_anchor_dummy		5	0	1
p88/d1392	What city is the Liberty Bell currently located in?	What city is the Liberty Bell currently settled, or rather, located in?	"city.n.01 Name ? artifact.n.01 Name ""Liberty Bell"" time.n.08 EQU now located.a.01 Location -3 Theme -2 Time -1"	"city.n.01 Name ? artifact.n.01 Name ""Liberty Bell"" time.n.08 EQU now CORRECTION <1 settled.a.02 Location -3 Theme -2 Time -1 CONJUNCTION <2 % or rather located.a.01 Location -4 Theme -3 Time -2"	a	settled.a.02	located.a.01	settled	or rather	inplace			4	0	1
p88/d1392	What city is the Liberty Bell currently located in?	What town, well, city is the Liberty Bell currently located in?	"city.n.01 Name ? artifact.n.01 Name ""Liberty Bell"" time.n.08 EQU now located.a.01 Location -3 Theme -2 Time -1"	"CORRECTION <1 town.n.01 Name ? CONJUNCTION <2 % well city.n.01 Name ? artifact.n.01 Name ""Liberty Bell"" time.n.08 EQU now located.a.01 Location -3 Theme -2 Time -1"	n	town.n.01	city.n.01	town	well	inplace	retarget_to_repair		3	0	1
p07/d2884	Tom climbed up the telephone pole.	Tom climbed up the bollard, up the telephone pole.	"male.n.02 Name ""Tom"" climb_up.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now telephone_pole.n.01"	"male.n.02 Name ""Tom"" climb_up.v.01 Agent -1 Time +1 time.n.08 TPR now CORRECTION <1 bollard.n.01 ThemeOf -2 CONJUNCTION <2 telephone_pole.n.01 ThemeOf -3"	n	bollard.n.01	telephone_pole.n.01	bollard		inplace	d2_invert_role		3	0	1
p07/d2884	Tom climbed up the telephone pole.	Tom soared, climbed up the telephone pole.	"male.n.02 Name ""Tom"" climb_up.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now telephone_pole.n.01"	"male.n.02 Name ""Tom"" CORRECTION <1 soar.v.01 Agent -1 CONJUNCTION <2 climb_up.v.01 Agent -2 Time +1 Theme +2 time.n.08 TPR now telephone_pole.n.01"	v	soar.v.01	climb_up.v.01	soared		inplace	d1_drop_role	Time|Theme	2	0	1
p40/d2079	Tom will be absent today because he has a cold.	Tom will be present, sorry, will be absent today because he has a cold.	"male.n.02 Name ""Tom"" time.n.08 TSU now absent.a.01 AttributeOf -2 Time -1 Time +1 time.n.08 TIN +1 day.n.03 TCT now EXPLANATION <1 male.n.02 ANA -5 have.v.16 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now cold.n.01"	"male.n.02 Name ""Tom"" time.n.08 TSU now CORRECTION <1 present.a.02 AttributeOf -2 Time -1 CONJUNCTION <2 % sorry absent.a.01 AttributeOf -3 Time -2 Time +1 time.n.08 TIN +1 day.n.03 TCT now EXPLANATION <3 male.n.02 ANA -6 have.v.16 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now cold.n.01"	a	present.a.02	absent.a.01	present	sorry	inplace	d1_drop_role	Time	6	1	1
